"V1","V2"
64.3548560757831,0
64.3549253374393,0
64.3549945992072,0
64.355063861087,0
71.4538752103307,0
71.4539562429357,0
71.4540372756785,0
71.4541183085591,0
71.4541993415775,812.625305175781
71.4542803747339,1352.51892089844
71.454361408028,1566.89270019531
71.45444244146,1314.33435058594
71.4545234750299,761.36083984375
71.4546052555273,0
71.4546862893729,0
71.4547673233563,0
71.4548483574775,0
71.6987355481473,0
71.6988169976365,0
71.6988984472645,0
71.6989798970313,0
71.6990613469369,561.995361328125
71.6991427969812,1022.15985107422
71.6992242471644,1250.96459960938
71.6993056974863,1068.27319335938
71.6993871479471,586.315979003906
71.6994749784846,0
71.6995564292229,0
71.6996378801,0
71.6997193311159,0
78.1061564790622,0
78.106249087198,0
78.1063416954985,0
78.1064343039637,0
78.1065269125936,543.191284179688
78.1066195213882,1138.97290039062
78.1067121303475,1402.14831542969
78.1068047394715,1131.51391601562
78.1068973487602,566.236633300781
78.1069993013144,0
78.1070919109326,0
78.1071845207154,0
78.107277130663,0
82.9661038420392,0
82.9662052267179,0
82.9663066115825,0
82.966407996633,0
82.9665093818693,660.203247070312
82.9666107672914,1091.67199707031
82.9667121528993,1273.8017578125
82.9668135386931,1081.59375
82.9669149246727,640.767395019531
82.9670160501698,0
82.9671174365211,0
82.9672188230583,0
82.9673202097813,0
84.5546450581567,0
84.5547493685376,0
84.5548536791115,0
84.5549579898784,0
84.5550623008384,571.439514160156
84.5551666119913,1081.24328613281
84.5552709233373,1332.74060058594
84.5553752348764,1122.35791015625
84.5554795466084,613.745666503906
84.5555841588705,0
84.5556884709886,0
84.5557927832997,0
84.5558970958039,0
84.6631280192753,0
84.6632325304648,0
84.6633370418477,0
84.6634415534241,0
84.6635460651941,637.618713378906
84.6636505771576,1153.97033691406
84.6637550893146,1343.49853515625
84.6638596016652,1088.99926757812
84.6639641142093,607.31396484375
84.6640744097907,0
84.6641789227218,0
84.6642834358464,0
84.6643879491646,0
90.4189772105227,0
90.4190925587149,0
90.4192079071279,0
90.4193232557616,0
90.419438604616,547.072204589844
90.4195539536911,1021.24047851562
90.419669302987,1245.29772949219
90.4197846525037,1045.69152832031
90.419900002241,560.563537597656
90.4200201560046,0
90.4201355061833,0
90.4202508565829,0
90.4203662072031,0
92.2272101447013,0
92.2273289703017,0
92.2274477961317,0
92.2275666221914,0
92.2276854484808,568.619995117188
92.2278042749998,1088.09924316406
92.2279231017484,1401.64208984375
92.2280419287267,1271.46606445312
92.2281607559346,780.354614257812
92.2282807466814,0
92.2283995743486,0
92.2285184022455,0
92.228637230372,0
92.6650915913849,0
92.6652112642393,0
92.6653309373255,0
92.6654506106436,0
92.6655702841935,477.155242919922
92.6656899579752,985.059509277344
92.6658096319887,1317.54907226562
92.6659293062341,1272.48315429688
92.6660489807113,870.603820800781
92.666167786933,0
92.6662874618739,0
92.6664071370466,0
92.6665268124511,0
94.3319078363005,0
94.3320307525717,0
94.3321536690831,0
94.3322765858348,0
94.3323995028267,561.131896972656
94.3325224200588,1089.02478027344
94.3326453375312,1337.97668457031
94.3327682552439,1163.73999023438
94.3328911731968,723.443908691406
94.3330147847887,0
94.3331377032221,0
94.3332606218957,0
94.3333835408096,0
94.598586095143,0
94.5987095330128,0
94.5988329711242,0
94.5989564094772,0
94.5990798480717,586.140686035156
94.5992032869079,1135.76501464844
94.5993267259857,1350.19616699219
94.5994501653051,1083.5087890625
94.5995736048661,563.863647460938
94.5996967130597,0
94.5998201531039,0
94.5999435933898,0
94.6000670339172,0
96.5556718065197,0
96.5557990947283,0
96.5559263831886,0
96.5560536719007,0
96.5561809608644,607.214782714844
96.5563082500799,1022.29919433594
96.5564355395471,1197.43395996094
96.5565628292659,1018.01605224609
96.5566901192365,598.048950195312
96.5568219418274,0
96.5569492323014,0
96.5570765230271,0
96.5572038140045,0
100.555685305802,0
100.555820585143,0
100.555955864756,0
100.556091144643,0
100.556226424802,466.254058837891
100.556361705234,971.851257324219
100.55649698594,1353.90734863281
100.556632266918,1367.89172363281
100.55676754817,984.433044433594
100.556902829694,444.33935546875
100.557042400057,0
100.557177682128,0
100.557312964471,0
100.557448247088,0
102.279349563302,0
102.27948833582,0
102.279627108622,0
102.279765881705,0
102.279904655071,572.604064941406
102.28004342872,1110.81005859375
102.28018220265,1333.70617675781
102.280320976864,1034.26330566406
102.280459751359,446.372222900391
102.280600044775,0
102.280738819836,0
102.280877595179,0
102.281016370805,0
102.889613957776,0
102.889753974155,0
102.889893990819,0
102.89003400777,0
102.890174025006,545.799987792969
102.890314042529,1071.42224121094
102.890454060337,1452.04516601562
102.890594078431,1426.92370605469
102.89073409681,1007.89520263672
102.890874115476,467.392303466797
102.891017480902,0
102.891157500139,0
102.891297519662,0
102.891437539471,0
104.234636783292,0
104.234779554167,0
104.234922325336,0
104.235065096799,0
104.235207868554,471.819671630859
104.235350640603,967.087890625
104.235493412946,1188.98559570312
104.235636185581,977.1787109375
104.23577895851,508.729888916016
104.235922205951,0
104.236064979466,0
104.236207753275,0
104.236350527378,0
104.42521156557,0
104.425354728172,0
104.425497891068,0
104.425641054259,0
104.425784217744,594.020568847656
104.425927381524,984.752136230469
104.426070545598,1163.994140625
104.426213709966,1050.11767578125
104.426356874629,737.009338378906
104.426494483403,0
104.426637648655,0
104.426780814201,0
104.426923980042,0
104.550872790792,0
104.551016211899,0
104.5511596333,0
104.551303054997,0
104.551446476988,466.205780029297
104.551589899275,973.068298339844
