"V1","V2"
64.3548154083172,0
64.3548846699443,0
64.3549539316832,0
64.3550231935339,0
65.7746133019133,0
65.7746848682222,0
65.7747564346479,0
65.7748280011905,0
65.7748995678498,745.272705078125
65.7749711346259,1272.41784667969
65.7750427015189,1444.1376953125
65.7751142685286,1153.10900878906
65.7751858356552,606.965759277344
65.775262248759,0
65.7753338161192,0
65.7754053835962,0
65.7754769511899,0
67.334859212203,0
67.3349333400013,0
67.335007467922,0
67.3350815959651,0
67.3351557241307,761.880065917969
67.3352298524186,1217.6171875
67.3353039808289,1324.41040039062
67.3353781093617,989.639587402344
67.3354522380169,454.988433837891
67.3355294901157,0
67.3356036190157,0
67.3356777480381,0
67.3357518771829,0
68.3395003762116,0
68.3395761691715,0
68.3396519622574,0
68.3397277554695,0
68.3398035488076,671.74755859375
68.3398793422719,972.846740722656
68.3399551358622,1112.56518554688
68.3400309295786,1013.01177978516
68.3401067234211,682.957336425781
68.3401845540612,0
68.3402603481559,0
68.3403361423767,0
68.3404119367235,0
68.9951681730813,0
68.9952450594209,0
68.9953219458891,0
68.9953988324859,0
68.9954757192111,460.585632324219
68.9955526060649,1247.03271484375
68.9956294930472,3254.15209960938
68.995706380158,4295.39599609375
68.9957832673973,3629.21728515625
68.9958601547652,2197.48510742188
68.9959370422615,820.604614257812
68.9960139298864,293.646606445312
68.9960911853086,0
68.9961680731905,0
68.996244961201,0
68.99632184934,0
70.386595254272,0
70.3866744781589,0
70.3867537021795,0
70.3868329263339,0
70.386912150622,488.697204589844
70.3869913750439,1028.3935546875
70.3870705995995,1318.07434082031
70.3871498242889,1133.31237792969
70.3872290491121,620.057250976562
70.3873090870118,0
70.3873883121024,0
70.3874675373269,0
70.3875467626851,0
70.6531466648136,0
70.6532263391532,0
70.6533060136275,0
70.6533856882367,0
70.6534653629806,441.480865478516
70.6535450378593,951.57666015625
70.6536247128727,1274.2470703125
70.653704388021,1184.07751464844
70.653784063304,734.418640136719
70.6538648370275,0
70.6539445125801,0
70.6540241882674,0
70.6541038640895,0
71.0131314619111,0
71.0132117459488,0
71.0132920301227,0
71.0133723144327,0
71.0134525988788,363.682403564453
71.0135328834611,811.753295898438
71.0136131681795,2531.79565429688
71.0136934530341,4159.712890625
71.0137737380249,4948.54638671875
71.0138540231518,4432.38134765625
71.0139343084148,3797.26245117188
71.014014593814,1606.46008300781
71.0140948793493,1322.22912597656
71.0141751650208,1006.08557128906
71.0142554508285,619.471618652344
71.0143370809764,0
71.0144173670563,0
71.0144976532724,0
71.0145779396247,0
71.4540882872582,0
71.4541693202426,0
71.4542503533649,0
71.454331386625,0
71.4544124200229,676.223876953125
71.4544934535588,1124.21496582031
71.4545744872324,1250.46606445312
71.4546555210439,976.078918457031
71.4547365549932,495.014709472656
71.454819280144,0
71.454900314369,0
71.4549813487319,0
71.4550623832326,0
72.008481179944,0
72.008563157825,0
72.0086451358459,0
72.0087271140068,0
72.0088090923077,506.157409667969
72.0088910707486,1234.51354980469
72.0089730493295,3189.27368164062
72.0090550280504,3976.45434570312
72.0091370069113,3250.26513671875
72.0092189859122,1502.60241699219
72.0093009650531,779.461059570312
72.009382944334,316.766052246094
72.009463933788,0
72.0095459133489,0
72.0096278930497,0
72.0097098728906,0
73.028919978787,0
73.0290037054085,0
73.029087432174,0
73.0291711590834,0
73.0292548861369,887.87646484375
73.0293386133344,1881.40100097656
73.0294223406758,2778.58349609375
73.0295060681613,3052.07006835938
73.0295897957907,2627.36499023438
73.0296735235641,1884.76513671875
73.0297572514815,1242.62939453125
73.0298409795429,837.160278320312
73.029927686991,0
73.0300114153404,0
73.0300951438337,0
73.0301788724711,0
74.0239357529739,0
74.0240211965684,0
74.0241066403108,0
74.0241920842012,0
74.0242775282396,538.564880371094
74.0243629724258,2957.52709960938
74.02444841676,7655.798828125
74.0245338612422,15720.7841796875
74.0246193058723,24872.01953125
74.0247047506503,31662.05078125
74.0247901955763,28918.37890625
74.0248756406502,19132.87890625
74.024961085872,9663.5078125
74.0250465312418,2080.98974609375
74.0251319767596,0
74.0252161023046,0
74.0253015481182,0
74.0253869940798,0
74.0254724401893,0
74.990261130117,0
74.9903482522679,0
74.9904353745707,0
74.9905224970253,0
74.9906096196317,912.896728515625
74.99069674239,1418.60498046875
74.9907838653001,1511.33996582031
74.990870988362,1151.8974609375
74.9909581115758,587.946228027344
74.9910452877793,0
74.9911324112967,0
74.9912195349659,0
74.991306658787,0
75.0079500929645,0
75.0080372459433,0
75.008124399074,0
75.0082115523566,0
75.008298705791,398.172882080078
75.0083858593774,1341.16162109375
75.0084730131157,3454.36059570312
75.0085601670059,6499.93701171875
75.008647321048,9759.181640625
75.0087344752419,10818.66796875
75.0088216295878,10049.2177734375
75.0089087840856,6729.13037109375
75.0089959387353,3573.99194335938
75.0090830935369,770.751647949219
75.0091702484903,0
75.0092591536818,0
75.0093463089391,0
75.0094334643483,0
75.0095206199094,0
75.6040338348098,0
75.6041220287494,0
75.6042102228434,0
75.6042984170917,0
75.6043866114943,684.713317871094
75.6044748060512,1084.38891601562
75.6045630007625,1209.8828125
75.6046511956281,1010.10803222656
75.604739390648,636.913330078125
75.6048276112007,0
75.6049158065293,0
75.6050040020122,0
75.6050921976494,0
75.6126775998167,0
75.6127658088815,0
75.6128540181007,0
75.6129422274742,0
75.6130304370021,957.158386230469
75.6131186466844,1419.71044921875
75.613206856521,1548.93432617188
75.6132950665119,1236.45886230469
75.6133832766573,666.134643554688
75.6134725121248,0
75.6135607225789,0
75.6136489331873,0
75.61373714395,0
75.9616014388427,0
75.9616902591886,0
75.9617790796903,0
75.9618679003477,0
75.961956721161,661.422485351562
75.96204554213,1222.4716796875
75.9621343632548,1654.96606445312
75.9622231845354,1750.57019042969
75.9623120059718,1500.07397460938
75.962400827564,1061.27795410156
75.9624896493119,612.004699707031
75.9625814316137,0
75.9626702536732,0
75.9627590758885,0
75.9628478982597,0
76.9690564845835,0
76.9691470777705,0
76.9692376711175,0
76.9693282646244,0
76.9694188582912,0
76.9695094521179,8813.484375
76.9696000461046,27688.427734375
76.9696906402513,53290.41796875
76.9697812345579,106999.296875
76.9698718290245,240502.421875
76.969962423651,394919.40625
76.9700530184374,495193
76.9701436133838,374005.59375
76.9702342084902,210406.671875
76.9703248037564,47584.484375
76.9704153991827,0
76.9705059967188,0
76.970596592465,0
76.970687188371,0
76.9707777844371,0
76.9708683806631,0
76.9709589780677,0
76.9710495746135,0
76.9711401713194,0
76.9712307681852,0
76.971321366084,0
76.9714119632697,0
76.9715025606154,0
76.971593158121,0
76.9716837571253,0
76.9717743549509,0
76.9718649529363,0
76.9719555510818,0
76.9720461493871,0
76.9721367478525,0
76.9722275129226,0
76.9723181117078,0
