BLANKS,LOG2FC,LOG10TTEST,TTEST,GROUP
0,0.296709029,0.634122171,0.232208348,NotImputed (0%)
0,-0.303650806,0.845687315,0.142663438,NotImputed (0%)
0,-0.021188317,0.059587683,0.871790871,NotImputed (0%)
0,0.027395236,0.076836972,0.837843739,NotImputed (0%)
0,0.303796161,0.691426929,0.203504057,NotImputed (0%)
0,0.212099054,0.624461955,0.237431341,NotImputed (0%)
0,-0.190078808,0.633051308,0.232781623,NotImputed (0%)
2,-0.151102316,0.147820156,0.711508092,NotImputed (0%)
0,0.004993315,0.010860359,0.975303182,NotImputed (0%)
2,-0.131701344,0.204468056,0.624499283,NotImputed (0%)
0,-0.325206125,0.470559776,0.33840769,NotImputed (0%)
0,0.209998656,0.649175497,0.224297536,NotImputed (0%)
0,0.342281067,0.462361091,0.344856892,NotImputed (0%)
0,-0.031317273,0.045376969,0.90078891,NotImputed (0%)
1,0.177395615,0.228464809,0.590928847,NotImputed (0%)
0,0.046081812,0.329260115,0.468532676,NotImputed (0%)
0,0.281680652,0.939195227,0.115028319,NotImputed (0%)
0,0.269560569,1.116937684,0.076394539,NotImputed (0%)
0,0.092410109,0.300392495,0.500734489,NotImputed (0%)
0,-0.124539317,0.317321657,0.481590979,NotImputed (0%)
1,0.345864459,0.064845977,0.861299159,NotImputed (0%)
1,0.524704156,0.091849556,0.809376227,NotImputed (0%)
0,0.078838794,0.082525599,0.826940765,NotImputed (0%)
0,0.073750467,0.13713581,0.729229434,NotImputed (0%)
0,0.013986218,0.065890312,0.859230507,NotImputed (0%)
0,0.464841764,0.833822175,0.146614804,NotImputed (0%)
0,0.159668101,1.047639229,0.089610886,NotImputed (0%)
0,-0.333423929,1.02469284,0.094472881,NotImputed (0%)
0,-0.4851781,0.989637724,0.102414695,NotImputed (0%)
0,0.057340374,0.190988991,0.644185595,NotImputed (0%)
0,-0.45913731,1.438502329,0.03643323,NotImputed (0%)
0,-0.006134872,0.009155171,0.979140081,NotImputed (0%)
0,-0.144393895,0.26820922,0.539250778,NotImputed (0%)
0,0.03129305,0.150221357,0.70758504,NotImputed (0%)
0,0.795000518,1.3638326,0.043268058,NotImputed (0%)
0,0.271088222,0.694824082,0.20191841,NotImputed (0%)
0,-0.181564018,0.333795619,0.463665072,NotImputed (0%)
0,0.111367202,0.345247662,0.451598342,NotImputed (0%)
0,-0.52366249,1.391034371,0.040641116,NotImputed (0%)
0,0.19079985,0.80152266,0.15793462,NotImputed (0%)
0,-0.205656284,0.664481389,0.216530267,NotImputed (0%)
0,0.022392734,0.02018499,0.954585889,NotImputed (0%)
0,0.005441211,0.005777541,0.986784817,NotImputed (0%)
0,0.188714645,0.463770402,0.343739624,NotImputed (0%)
4,0.115853838,0.124232767,0.751220157,NotImputed (0%)
0,-0.232834845,0.380584649,0.41630857,NotImputed (0%)
0,0.202488322,0.615456834,0.242405889,NotImputed (0%)
0,0.690133857,1.839234874,0.014479885,NotImputed (0%)
0,0.009884435,0.091073211,0.810824362,NotImputed (0%)
0,0.377347804,0.914352281,0.121800121,NotImputed (0%)
0,-0.532308019,1.26017919,0.054931418,NotImputed (0%)
0,-0.126425637,0.232617445,0.585305433,NotImputed (0%)
0,0.045101376,0.123777277,0.752008454,NotImputed (0%)
0,0.192754205,0.411656292,0.387564248,NotImputed (0%)
0,-0.043315297,0.154792047,0.700177181,NotImputed (0%)
0,0.135621042,0.421504861,0.378874293,NotImputed (0%)
0,0.011737153,0.024790444,0.944516515,NotImputed (0%)
0,0.002631042,0.013514648,0.969360573,NotImputed (0%)
1,-0.610595456,0.491490361,0.322485089,NotImputed (0%)
0,0.07175828,0.405677825,0.392936321,NotImputed (0%)
0,-0.133416473,0.458851879,0.347654713,NotImputed (0%)
0,-0.045870708,0.146375234,0.713879263,NotImputed (0%)
0,0.0198096,0.055364212,0.880310309,NotImputed (0%)
0,0.373689504,1.121875201,0.075530924,NotImputed (0%)
0,-0.193981974,0.567997175,0.270397595,NotImputed (0%)
0,-0.075725821,0.395656853,0.402108402,NotImputed (0%)
0,0.058443604,0.08565762,0.820998531,NotImputed (0%)
0,-0.134572462,0.127699367,0.74524768,NotImputed (0%)
0,-0.175954927,0.227131908,0.592745264,NotImputed (0%)
0,0.024173258,0.062019404,0.866923142,NotImputed (0%)
0,-0.141925635,0.471870244,0.337388096,NotImputed (0%)
0,-0.090996439,0.418655222,0.381368464,NotImputed (0%)
0,0.084701095,0.806739444,0.156048844,NotImputed (0%)
0,-0.089955163,0.189764613,0.646004268,NotImputed (0%)
0,0.66582089,1.712819333,0.019372277,NotImputed (0%)
0,-0.123194215,0.702435941,0.198410229,NotImputed (0%)
0,-0.15175762,0.818722918,0.151801856,NotImputed (0%)
0,-0.029311203,0.140144073,0.724195675,NotImputed (0%)
0,-0.095519138,0.436895032,0.365683165,NotImputed (0%)
0,-0.273787037,1.05290888,0.088530134,NotImputed (0%)
0,-0.063779105,0.342485753,0.454479447,NotImputed (0%)
0,-0.038521326,0.336381954,0.460912033,NotImputed (0%)
0,-0.071072858,0.223725973,0.597412117,NotImputed (0%)
0,-0.159170901,1.206557387,0.062150212,NotImputed (0%)
0,0.142734265,0.497320769,0.318184655,NotImputed (0%)
0,0.051327429,0.155215328,0.699495092,NotImputed (0%)
0,-0.051818184,0.147531827,0.711980622,NotImputed (0%)
0,-0.120968601,0.179394011,0.661615984,NotImputed (0%)
0,-0.022226323,0.101672818,0.791274522,NotImputed (0%)
0,-0.238053228,0.342277611,0.454697314,NotImputed (0%)
0,-0.031008581,0.088569098,0.815513025,NotImputed (0%)
0,0.026367639,0.057138042,0.876722107,NotImputed (0%)
2,0.237003382,0.345764535,0.451061194,NotImputed (0%)
0,-0.080453926,0.096605384,0.800561345,NotImputed (0%)
0,0.0575937,0.267851057,0.539695681,NotImputed (0%)
0,-0.024571413,0.053863208,0.883358092,NotImputed (0%)
0,-0.038737423,0.193030725,0.641164214,NotImputed (0%)
0,-0.118885947,0.228321068,0.591124462,NotImputed (0%)
0,-0.010179391,0.048230957,0.894888738,NotImputed (0%)
0,-0.083145921,0.319033549,0.479696391,NotImputed (0%)
0,-0.097195762,1.269360945,0.053782261,NotImputed (0%)
1,0.630348562,0.342701248,0.454253991,NotImputed (0%)
0,-0.005350094,0.013275025,0.969895568,NotImputed (0%)
0,0.30156867,1.461193037,0.034578565,NotImputed (0%)
0,-0.150480051,0.379968392,0.416899724,NotImputed (0%)
0,-0.341948561,0.539240558,0.288907916,NotImputed (0%)
0,-0.054129293,0.128238853,0.744322499,NotImputed (0%)
0,0.488714291,0.992708734,0.101693048,NotImputed (0%)
0,0.022313815,0.073868951,0.843589273,NotImputed (0%)
0,-0.251766877,0.50221737,0.314617322,NotImputed (0%)
0,0.084905471,0.432129482,0.369717935,NotImputed (0%)
0,-0.460091788,1.804725563,0.015677414,NotImputed (0%)
0,-0.03960189,0.169870313,0.676284895,NotImputed (0%)
0,-0.310123135,1.075636168,0.084016354,NotImputed (0%)
0,0.042426436,0.141572862,0.721817053,NotImputed (0%)
0,0.009695536,0.039742996,0.912550702,NotImputed (0%)
0,-0.025880663,0.05222051,0.886705679,NotImputed (0%)
0,-0.12735912,0.684945726,0.206563828,NotImputed (0%)
0,-0.099140264,0.379710644,0.417147222,NotImputed (0%)
0,0.084418067,0.209721286,0.616990836,NotImputed (0%)
0,-0.157963222,0.687964521,0.205132975,NotImputed (0%)
0,0.122648213,0.37529334,0.421411768,NotImputed (0%)
0,-0.082663406,0.350084006,0.446597198,NotImputed (0%)
0,-0.223073521,0.869089106,0.135179518,NotImputed (0%)
0,-0.23001557,1.359580276,0.043693791,NotImputed (0%)
1,-0.578760878,0.192723253,0.641618306,NotImputed (0%)
0,-0.127190567,0.470782671,0.338234053,NotImputed (0%)
0,-0.136780335,0.666310011,0.21562047,NotImputed (0%)
0,0.327026526,0.866423682,0.136011715,NotImputed (0%)
0,-0.04566947,0.066029165,0.858955836,NotImputed (0%)
0,-0.177688571,0.390340078,0.4070614,NotImputed (0%)
0,-0.339281475,1.941314444,0.011446839,NotImputed (0%)
0,-0.345220278,1.106434343,0.078264652,NotImputed (0%)
0,-0.20475917,0.452538895,0.352745193,NotImputed (0%)
0,-0.314005449,1.742319884,0.018100064,NotImputed (0%)
0,0.083967942,0.150834955,0.706586027,NotImputed (0%)
1,0.358858296,0.056340811,0.878332979,NotImputed (0%)
0,0.127806275,0.682484133,0.207737962,NotImputed (0%)
0,0.081531493,0.198808965,0.632690094,NotImputed (0%)
0,-0.231038607,0.872655297,0.134074042,NotImputed (0%)
0,-0.214113997,1.105822293,0.078375028,NotImputed (0%)
0,-0.152523256,0.763331909,0.172451943,NotImputed (0%)
0,-0.084221491,0.214308191,0.610508633,NotImputed (0%)
0,0.0270055,0.098835725,0.796460561,NotImputed (0%)
0,-0.011211241,0.043360386,0.904981318,NotImputed (0%)
0,0.172114117,0.725444017,0.188172426,NotImputed (0%)
0,-0.174767033,0.735149251,0.18401395,NotImputed (0%)
0,0.126263039,1.901612323,0.012542603,NotImputed (0%)
4,-0.078898411,0.111777877,0.773075879,NotImputed (0%)
0,-0.205239185,0.564473644,0.272600316,NotImputed (0%)
0,-0.032826687,0.129626405,0.741948216,NotImputed (0%)
0,0.24752894,0.392726661,0.404830606,NotImputed (0%)
0,0.217529616,0.480853154,0.330481267,NotImputed (0%)
0,0.009449603,0.043624891,0.904430312,NotImputed (0%)
0,0.071131756,0.334797796,0.462596353,NotImputed (0%)
0,0.216597004,0.513425603,0.306601586,NotImputed (0%)
0,-0.018406336,0.040191283,0.911609237,NotImputed (0%)
0,0.178440991,0.998332257,0.10038475,NotImputed (0%)
0,0.742643805,1.207593214,0.062002155,NotImputed (0%)
0,-0.206793867,0.519843941,0.30210371,NotImputed (0%)
0,0.040669985,0.176844364,0.66551161,NotImputed (0%)
0,0.107662388,0.791982802,0.161442249,NotImputed (0%)
0,-0.139051637,0.76125813,0.173277379,NotImputed (0%)
0,0.223487496,0.502663543,0.314294266,NotImputed (0%)
0,-0.076725207,0.3746703,0.422016761,NotImputed (0%)
0,-0.061370395,0.252146065,0.559569372,NotImputed (0%)
0,-0.171564906,0.888500232,0.129270601,NotImputed (0%)
0,-0.046382462,0.201914932,0.628181393,NotImputed (0%)
0,0.186176101,0.605529023,0.248011019,NotImputed (0%)
0,-0.08181803,0.315074088,0.484089777,NotImputed (0%)
0,0.061278842,0.156399157,0.697590958,NotImputed (0%)
0,-0.038156448,0.198163664,0.633630882,NotImputed (0%)
0,-0.131157549,0.951512224,0.111811835,NotImputed (0%)
0,0.185862509,0.486374232,0.326306533,NotImputed (0%)
0,-0.0385603,0.115596927,0.766307494,NotImputed (0%)
4,-0.252713372,0.200669591,0.62998529,NotImputed (0%)
0,-0.098898973,0.270541319,0.536362839,NotImputed (0%)
0,0.013279221,0.041024984,0.90986093,NotImputed (0%)
0,-0.005594051,0.014088595,0.968080351,NotImputed (0%)
0,0.076370451,0.134086371,0.734367805,NotImputed (0%)
0,-0.148490178,0.363425303,0.43308655,NotImputed (0%)
0,0.122060417,0.307287072,0.49284792,NotImputed (0%)
0,-0.137722552,0.657459497,0.220059693,NotImputed (0%)
0,0.036644322,0.2419291,0.572889549,NotImputed (0%)
0,-0.061741153,0.174257667,0.669487285,NotImputed (0%)
0,-0.148019753,1.082046924,0.082785271,NotImputed (0%)
0,-0.242087355,0.451162554,0.353864867,NotImputed (0%)
0,0.404064993,0.639871467,0.229154575,NotImputed (0%)
0,-0.180831053,0.778748051,0.166437793,NotImputed (0%)
0,-0.049724006,0.237759473,0.578416305,NotImputed (0%)
0,-0.20279003,1.316226602,0.048280682,NotImputed (0%)
0,-0.049886089,0.225060964,0.595578533,NotImputed (0%)
0,-0.184773683,0.878781501,0.132196056,NotImputed (0%)
0,-0.063397064,0.21162533,0.614291732,NotImputed (0%)
0,0.001964864,0.004591874,0.989482519,NotImputed (0%)
0,-0.091271374,0.268756218,0.538572013,NotImputed (0%)
0,-0.18899518,0.314875287,0.484311423,NotImputed (0%)
0,0.058343976,0.145995952,0.714502985,NotImputed (0%)
0,0.043991204,0.033888256,0.92493613,NotImputed (0%)
0,-0.182633982,0.571945048,0.267950734,NotImputed (0%)
0,-0.105163956,0.270882912,0.535941131,NotImputed (0%)
0,0.26493123,0.537860632,0.289827352,NotImputed (0%)
0,0.016476906,0.091060262,0.810848538,NotImputed (0%)
0,-0.128517793,0.486493675,0.326216802,NotImputed (0%)
0,-0.387911721,0.750067742,0.177800205,NotImputed (0%)
2,1.658196743,1.679830389,0.020901123,NotImputed (0%)
0,-0.176432981,0.419274878,0.380824712,NotImputed (0%)
0,0.005651208,0.014386631,0.96741623,NotImputed (0%)
0,-0.306076583,1.23649584,0.058010173,NotImputed (0%)
0,-0.523513222,0.976862874,0.105471987,NotImputed (0%)
0,-0.506933612,0.618310081,0.24081854,NotImputed (0%)
0,0.315857837,0.443438058,0.360215123,NotImputed (0%)
0,-0.081544935,0.079507742,0.832707082,NotImputed (0%)
0,0.353536477,0.800280975,0.158386815,NotImputed (0%)
0,-0.326396108,1.27733765,0.052803456,NotImputed (0%)
0,-0.157947881,0.396383976,0.40143573,NotImputed (0%)
0,0.137836427,0.285656445,0.518016455,NotImputed (0%)
0,-0.104829129,0.210925595,0.615282276,NotImputed (0%)
0,-0.052816528,0.420825208,0.37946768,NotImputed (0%)
0,0.05739549,0.224821356,0.595907215,NotImputed (0%)
0,-0.344169973,0.334829276,0.462562822,NotImputed (0%)
0,0.607491272,1.654433592,0.022159829,NotImputed (0%)
1,0.841251676,0.500439566,0.315907862,NotImputed (0%)
0,-0.066719203,0.245579878,0.568093894,NotImputed (0%)
0,0.098674047,0.098401558,0.797257185,NotImputed (0%)
0,-0.01144966,0.025084948,0.943876237,NotImputed (0%)
0,0.077716674,0.203824473,0.625425417,NotImputed (0%)
1,0.422333411,0.007870273,0.982041242,NotImputed (0%)
0,-0.269070125,0.377645046,0.41913599,NotImputed (0%)
0,0.052364736,0.124891953,0.750080796,NotImputed (0%)
0,-0.145042483,0.848504642,0.141740956,NotImputed (0%)
0,0.005820185,0.012372693,0.971912812,NotImputed (0%)
0,-0.013702388,0.046765336,0.897913837,NotImputed (0%)
0,-0.004921333,0.027753037,0.938095307,NotImputed (0%)
0,-0.225696825,0.727628398,0.187228347,NotImputed (0%)
0,-0.226229027,1.884393432,0.013049881,NotImputed (0%)
0,-0.111384755,0.385237796,0.411871939,NotImputed (0%)
0,-0.05457902,0.084856882,0.822513658,NotImputed (0%)
1,0.00444008,0.822385084,0.150527177,NotImputed (0%)
0,-0.007689419,0.011321416,0.974268328,NotImputed (0%)
0,0.078333995,0.282291262,0.522045958,NotImputed (0%)
0,-0.245127965,0.812022293,0.154162132,NotImputed (0%)
0,0.204503143,0.850751719,0.14100947,NotImputed (0%)
0,-0.128457547,0.462581788,0.344681688,NotImputed (0%)
0,0.19010745,0.299512519,0.501750115,NotImputed (0%)
0,0.445706558,0.945306101,0.113421112,NotImputed (0%)
0,-0.173576924,1.184238074,0.065427741,NotImputed (0%)
0,0.059098482,0.180461014,0.659992479,NotImputed (0%)
0,0.123065894,0.132383614,0.737252724,NotImputed (0%)
0,0.060671061,0.069048783,0.853004293,NotImputed (0%)
0,0.14681731,0.449600123,0.355140234,NotImputed (0%)
0,0.39112434,1.370783994,0.042581015,NotImputed (0%)
0,-0.128046608,0.5298223,0.295241702,NotImputed (0%)
0,0.082512808,0.262545452,0.546329369,NotImputed (0%)
0,-0.27895702,1.007967719,0.098182092,NotImputed (0%)
0,-0.269592379,0.710037553,0.194967601,NotImputed (0%)
0,0.131490743,0.912669818,0.122272891,NotImputed (0%)
0,-0.270864133,0.596521159,0.253208827,NotImputed (0%)
0,-0.123923484,0.266480579,0.541401457,NotImputed (0%)
0,-0.066397534,0.24173289,0.573148433,NotImputed (0%)
0,-0.365493875,1.725060281,0.018833877,NotImputed (0%)
0,-0.049410382,0.184947164,0.653210016,NotImputed (0%)
0,-0.040036973,0.160858929,0.69046405,NotImputed (0%)
0,-0.274901364,1.442607673,0.036090452,NotImputed (0%)
0,0.207026154,0.624752881,0.237272343,NotImputed (0%)
1,0.511212012,0.431605657,0.370164139,NotImputed (0%)
0,0.051894139,0.20157458,0.628673885,NotImputed (0%)
0,0.103533535,0.315957129,0.483106489,NotImputed (0%)
0,0.134082128,0.241205248,0.573845199,NotImputed (0%)
0,-0.050246878,0.313751102,0.485566703,NotImputed (0%)
0,-0.112133643,0.634297454,0.232114647,NotImputed (0%)
0,-0.071724857,0.319087628,0.479636662,NotImputed (0%)
0,-0.105230378,0.388969592,0.408347977,NotImputed (0%)
4,0.676479722,0.719294461,0.190855878,NotImputed (0%)
0,-0.488668585,0.82469357,0.149729175,NotImputed (0%)
2,0.761410704,0.550887029,0.281263237,NotImputed (0%)
2,-0.576829555,0.520828614,0.301419529,NotImputed (0%)
0,-0.106780854,0.210741227,0.615543534,NotImputed (0%)
0,-0.162904161,0.415749266,0.383928838,NotImputed (0%)
0,0.325787349,0.649985553,0.223879561,NotImputed (0%)
0,-0.10334617,0.66528151,0.21613171,NotImputed (0%)
0,0.002188598,0.00825944,0.981161639,NotImputed (0%)
0,0.187441676,0.74591532,0.17950836,NotImputed (0%)
0,0.019789509,0.034062967,0.924564115,NotImputed (0%)
0,-0.014961327,0.032596944,0.927690387,NotImputed (0%)
0,0.08801078,0.188513966,0.647867261,NotImputed (0%)
0,-0.190123155,0.233182853,0.584543919,NotImputed (0%)
0,-1.455093767,0.940846981,0.114591662,NotImputed (0%)
0,0.073170832,0.198900752,0.632556391,NotImputed (0%)
0,0.093962872,0.41015219,0.388908835,NotImputed (0%)
0,0.48804832,1.468800883,0.033978102,NotImputed (0%)
0,-0.134785337,0.571883282,0.267988845,NotImputed (0%)
0,-0.246338274,2.028403131,0.009366921,NotImputed (0%)
0,0.060216005,0.433280453,0.368739402,NotImputed (0%)
0,-0.23791019,0.582363802,0.261599072,NotImputed (0%)
0,0.058637749,0.157775506,0.69538368,NotImputed (0%)
0,-0.167847924,0.294111585,0.508028896,NotImputed (0%)
0,0.324604489,0.821709848,0.150761397,NotImputed (0%)
0,-0.247901389,0.319825088,0.4788229,NotImputed (0%)
0,-0.480023814,1.365015022,0.043150415,NotImputed (0%)
0,-0.321286063,1.969848222,0.010718938,NotImputed (0%)
0,-0.113647892,0.268521312,0.538863401,NotImputed (0%)
0,-0.148379841,0.335409272,0.461945487,NotImputed (0%)
0,-0.130452519,0.792522023,0.161241926,NotImputed (0%)
0,-0.364582384,1.982981328,0.010399649,NotImputed (0%)
0,-0.132367079,0.253656146,0.557627078,NotImputed (0%)
3,0.416940479,0.515640919,0.305041608,NotImputed (0%)
0,-0.278145469,0.612432738,0.244099709,NotImputed (0%)
0,-0.027459357,0.148031094,0.711162596,NotImputed (0%)
1,-0.13261346,0.301152627,0.499858836,NotImputed (0%)
0,-0.088593606,0.198340419,0.633373052,NotImputed (0%)
0,0.077677979,0.103082014,0.78871116,NotImputed (0%)
0,-0.146252444,0.207802112,0.619723391,NotImputed (0%)
0,-0.150875637,0.431546107,0.370214899,NotImputed (0%)
0,-0.129741998,0.515405924,0.305206709,NotImputed (0%)
0,-0.043811613,0.152667774,0.703610361,NotImputed (0%)
0,0.064885628,0.341617547,0.455388913,NotImputed (0%)
0,-0.148732232,0.425837485,0.375113345,NotImputed (0%)
0,-0.041463687,0.047197347,0.897021088,NotImputed (0%)
0,0.059936295,0.351038616,0.445616624,NotImputed (0%)
2,0.231139156,0.225181357,0.595413454,NotImputed (0%)
0,-0.085879137,0.152220731,0.704334999,NotImputed (0%)
0,-0.274510776,1.242460253,0.057218932,NotImputed (0%)
0,-0.254774943,2.729857487,0.001862698,NotImputed (0%)
0,-0.010110763,0.012909087,0.970713151,NotImputed (0%)
0,-0.226725327,1.153881216,0.070164718,NotImputed (0%)
0,0.00060005,0.002170331,0.995015095,NotImputed (0%)
0,0.085940696,0.482943334,0.328894541,NotImputed (0%)
0,-0.251744746,1.158065191,0.069492,NotImputed (0%)
0,-0.14001163,0.611490907,0.24462965,NotImputed (0%)
2,0.314594046,0.297072827,0.504576678,NotImputed (0%)
0,-0.089396278,0.153690954,0.701954635,NotImputed (0%)
0,0.074084999,0.167940273,0.679297047,NotImputed (0%)
0,0.454596015,1.192516722,0.06419235,NotImputed (0%)
1,0.629421075,0.16599116,0.682352582,NotImputed (0%)
0,-0.209201735,0.310416178,0.489309696,NotImputed (0%)
0,-0.207059932,0.552443941,0.280256736,NotImputed (0%)
0,-0.148339619,0.24464262,0.569321232,NotImputed (0%)
0,-0.185479337,1.540845389,0.02878423,NotImputed (0%)
0,0.359800341,1.706118719,0.019673484,NotImputed (0%)
0,-0.075140434,0.180371177,0.660129016,NotImputed (0%)
0,0.31560239,0.810386284,0.154743963,NotImputed (0%)
0,-0.148627707,0.379437546,0.41740962,NotImputed (0%)
0,0.082687428,0.15138669,0.705688939,NotImputed (0%)
0,0.109185863,0.252766253,0.558770857,NotImputed (0%)
0,-0.217346108,0.325089377,0.473053895,NotImputed (0%)
0,0.075781244,0.145998559,0.714498697,NotImputed (0%)
0,0.053580049,0.080861547,0.830115366,NotImputed (0%)
1,-0.212659001,0.270264159,0.536705247,NotImputed (0%)
0,0.041600243,0.337226834,0.460016242,NotImputed (0%)
0,0.157512154,0.633107979,0.232751249,NotImputed (0%)
0,0.197579421,0.41364068,0.385797421,NotImputed (0%)
0,0.331248126,1.108328801,0.077923993,NotImputed (0%)
0,0.343130855,0.586313722,0.259230608,NotImputed (0%)
0,-0.146801299,0.2112311,0.614849607,NotImputed (0%)
0,0.306377542,0.762606422,0.172740263,NotImputed (0%)
0,0.259737143,0.772073925,0.169015321,NotImputed (0%)
0,0.265117477,0.863372841,0.136970537,NotImputed (0%)
0,0.131049429,0.253045358,0.558411871,NotImputed (0%)
2,-0.598426478,0.881912049,0.131246567,NotImputed (0%)
3,-0.424999862,0.21614469,0.607932428,NotImputed (0%)
0,-0.133711154,0.168812776,0.677933702,NotImputed (0%)
0,-0.055251979,0.055481307,0.880072991,NotImputed (0%)
0,-0.01244547,0.029022718,0.935356744,NotImputed (0%)
0,0.293432461,0.629847824,0.234505037,NotImputed (0%)
0,-0.002914241,0.007342648,0.98323505,NotImputed (0%)
1,-0.589285871,0.195471228,0.637571319,NotImputed (0%)
0,-0.25033205,0.909822047,0.123077298,NotImputed (0%)
0,-0.304997962,0.488682088,0.324577127,NotImputed (0%)
0,0.269831778,0.416846988,0.382959645,NotImputed (0%)
0,0.005591135,0.016530581,0.962652225,NotImputed (0%)
0,-0.089234719,0.138848191,0.726359815,NotImputed (0%)
0,-0.064701813,0.186487076,0.650897981,NotImputed (0%)
0,-0.117113002,0.573834976,0.266787221,NotImputed (0%)
0,0.196083256,0.722380524,0.189504478,NotImputed (0%)
0,-0.043989325,0.175000596,0.668343001,NotImputed (0%)
0,-0.093632739,0.381389054,0.415538192,NotImputed (0%)
0,-0.070539582,0.280921853,0.523694661,NotImputed (0%)
0,-0.189910437,0.677018676,0.210368797,NotImputed (0%)
0,-0.25426605,0.411911189,0.387336845,NotImputed (0%)
0,-0.114146162,0.102196297,0.790321329,NotImputed (0%)
0,0.036069782,0.081693629,0.828526438,NotImputed (0%)
0,-0.119142298,0.7020282,0.198596596,NotImputed (0%)
0,0.160694261,1.600673219,0.025079957,NotImputed (0%)
0,-0.01745768,0.067250018,0.856544601,NotImputed (0%)
0,-0.084285846,0.458745322,0.347740022,NotImputed (0%)
0,-0.172402638,0.491859951,0.322210767,NotImputed (0%)
0,-0.506161794,1.278290007,0.052687791,NotImputed (0%)
0,0.105183934,0.408803636,0.390118337,NotImputed (0%)
0,-0.179060314,0.602020727,0.250022603,NotImputed (0%)
0,-0.111740044,0.850452452,0.141106672,NotImputed (0%)
0,0.040805402,0.146848189,0.713102257,NotImputed (0%)
0,-0.01908565,0.108916594,0.778185986,NotImputed (0%)
0,-0.05471928,0.281602106,0.522875019,NotImputed (0%)
0,0.211762569,0.747546868,0.178835253,NotImputed (0%)
0,0.179763084,0.397175293,0.400704949,NotImputed (0%)
0,0.07201452,0.211931819,0.613858368,NotImputed (0%)
0,0.110553832,0.19613565,0.636596652,NotImputed (0%)
0,-0.015346309,0.013326558,0.969780489,NotImputed (0%)
0,-0.101587528,0.416669006,0.383116621,NotImputed (0%)
0,0.183910834,1.304782474,0.049569841,NotImputed (0%)
0,0.254485545,0.74171645,0.18125231,NotImputed (0%)
0,-0.119066066,0.193612253,0.640306259,NotImputed (0%)
0,-0.155655699,0.453893551,0.351646621,NotImputed (0%)
0,-0.06935252,0.212561623,0.61296881,NotImputed (0%)
0,-0.290981722,1.17807875,0.066362273,NotImputed (0%)
0,-0.157564669,0.595899463,0.253571557,NotImputed (0%)
0,0.019012353,0.046045842,0.89940264,NotImputed (0%)
0,-0.053889068,0.266853888,0.540936283,NotImputed (0%)
0,-0.065590913,0.412888525,0.386466163,NotImputed (0%)
1,-0.57199387,0.210050732,0.616522979,NotImputed (0%)
0,-0.228083471,0.683179017,0.207405841,NotImputed (0%)
0,0.17658565,0.399991529,0.398114936,NotImputed (0%)
0,-0.148133116,0.818687518,0.15181423,NotImputed (0%)
0,-0.090020362,0.446989277,0.35728166,NotImputed (0%)
0,0.09174964,0.27023647,0.536739466,NotImputed (0%)
0,0.280188618,0.642319075,0.227866732,NotImputed (0%)
0,-0.097327945,0.175359467,0.667790956,NotImputed (0%)
2,0.638767891,0.386503543,0.41067329,NotImputed (0%)
0,0.412079296,0.687149212,0.205518437,NotImputed (0%)
0,0.037941049,0.092640792,0.807902976,NotImputed (0%)
0,0.027448156,0.041782751,0.908274766,NotImputed (0%)
0,0.725953461,0.938855301,0.115118388,NotImputed (0%)
0,-0.02006052,0.048196836,0.89495905,NotImputed (0%)
0,-0.055747504,0.068330249,0.854416744,NotImputed (0%)
0,0.044416275,0.110830011,0.774764992,NotImputed (0%)
0,0.091738454,0.226626811,0.593435043,NotImputed (0%)
1,-0.359536455,0.036572617,0.919236759,NotImputed (0%)
1,-0.19248,0.691447063,0.203494622,NotImputed (0%)
0,0.10831164,0.557413314,0.277068202,NotImputed (0%)
0,-0.031127552,0.100662908,0.793116696,NotImputed (0%)
0,0.273836972,0.516919583,0.304144815,NotImputed (0%)
0,-0.4151654,0.635984944,0.231214495,NotImputed (0%)
0,-0.082444166,0.354779948,0.441794243,NotImputed (0%)
0,0.13997631,0.284810059,0.519026988,NotImputed (0%)
0,-0.14230972,0.237828455,0.578324439,NotImputed (0%)
0,-0.003410044,0.010409854,0.976315413,NotImputed (0%)
0,-0.091120523,0.4211717,0.379165051,NotImputed (0%)
0,0.102526208,0.408243081,0.390622198,NotImputed (0%)
0,0.161145045,0.294800586,0.507223555,NotImputed (0%)
2,-0.534514769,0.670714057,0.213444979,NotImputed (0%)
0,-0.003378609,0.016886805,0.961862946,NotImputed (0%)
0,-0.152195331,0.578307853,0.264053633,NotImputed (0%)
0,-0.110628074,0.419854169,0.380317081,NotImputed (0%)
0,-0.538265516,2.382378922,0.004145922,NotImputed (0%)
0,-0.282803583,0.681986621,0.207976075,NotImputed (0%)
0,-0.14406679,0.302104942,0.498763953,NotImputed (0%)
0,-0.150329897,0.236107183,0.580621103,NotImputed (0%)
0,-0.156422126,0.334860171,0.462529918,NotImputed (0%)
0,0.160998186,0.301710179,0.499217523,NotImputed (0%)
0,-0.084766049,0.140325447,0.723893294,NotImputed (0%)
0,0.165010032,0.437010361,0.365586069,NotImputed (0%)
0,-0.173322805,1.024091093,0.094603871,NotImputed (0%)
0,-0.029020815,0.043966553,0.903719071,NotImputed (0%)
0,0.018106256,0.045483907,0.900567134,NotImputed (0%)
0,-0.169729763,0.587468822,0.258542044,NotImputed (0%)
