logFC,P.Value,adj.P.Val,symbol,FC,logPval
-0.818199119599864,1.61074989806436e-09,5.13829217482531e-06,CSNK1A1,-1.62141629007083,8.79297188746576
-0.632528558136382,3.25551753276825e-07,0.000519255046476537,RPL27A,-1.38901851223603,6.48737996139403
-0.680491217813245,4.1698524684266e-06,0.00443394312476028,RPL37,-1.44669715686893,5.37987931032161
-0.678861358857425,8.60062909684772e-05,0.0259717744972889,TMEM109,-1.44471124961662,4.06546978093118
-0.590337786280134,0.000138003042354497,0.031444978936489,RPL35,-1.33955237580316,3.86011133922771
-0.618605781249144,0.000461049667662055,0.0415645196278519,RPL29,-1.37256565458114,3.33625228669352
-1.13870701567856,0.00481053015458697,0.0744931611317108,TMEM230,-2.08829439112139,2.31780705865237
-0.743143452360982,0.00513920683863905,0.0762514875128306,ZNF706,-1.52445986237094,2.28910390283013
-0.785452315853114,0.00521699735154671,0.076340465832266,PTMA,-1.57859012230596,2.28257938375087
-1.12992805978849,0.00573620697250572,0.0783837610471486,ARHGAP35,-2.07424364352883,2.24137518694355
-0.632994867327813,0.00606844509718934,0.0794117602144487,NUCKS1,-1.38957179061111,2.21692257288134
-0.685040569090056,0.00655396015557944,0.0819887564560723,DIAPH1,-1.45225010729666,2.18349620321373
-0.695305646736571,0.0103321793808187,0.100452751341136,NME1,-1.46483282691348,1.98580806248484
-0.635723815226857,0.0168671957699712,0.121366313250023,RPS15,-1.39281261465018,1.77295711437938
-0.666152552732182,0.0340252223186657,0.175916465472518,,-1.42928920797881,1.46819902846249
-0.934606967436936,0.0387355787699911,0.185409911704438,TUBA1C,-1.78057360552066,1.41188995061153
