MWRT,NOT,LEN,BTZ,LBH
"186.10405,12.941",24883289.97,0,0,13945045.37
"442.17754,12.951",253832068.1,0,0,127991784.6
"234.11015,12.955",93939579.92,0,0,92991804.57
"283.03783,12.956",18640534.04,0,0,12163311.09
"138.03156,12.979",497199816.4,0,0,64905383.26
"224.11975,13",42916445.6,0,0,6829171.163
"380.18263,13.166",13771273.3,0,0,12402884.43
"596.40245,13.216",11548305.64,0,0,23587983.86
"327.11226,13.218",14647959.11,0,0,8974390.755
"192.15107,13.22",192847656.9,0,0,209533682.5
"184.14583,13.221",25478417.45,0,0,24964053.04
"182.1667,13.222",66418998.4,0,0,60593116.28
"534.41319,13.234",28463861.01,0,0,55099977.61
"240.11438,13.238",34223881.37,0,0,17972303.55
"312.15636,13.243",237052264.2,0,0,218215184.7
"293.27098,13.246",31108649.97,0,0,14943712.77
"194.09404,13.259",65656626.32,0,0,119876143
"672.30864,13.288",23606869.58,0,0,14967966.96
"413.24022,13.305",66594917.45,0,0,58984090.66
"257.09297,13.311",8403995.187,0,0,11516193.02
"226.01456,13.318",11739321.78,0,0,10005733.4
"468.35509,13.327",10393529.2,0,0,22872573.42
"766.22287,13.367",46098476.17,0,0,30409013.27
"750.25034,13.373",22091052.4,0,0,16740055.06
"321.24455,13.373",8461284.751,0,0,9734210.047
"766.22318,13.376",18863937.22,0,0,17187809.77
"298.17712,13.382",83568148.37,0,0,228336150.1
"237.13587,13.382",15030876.61,0,0,12396224.58
"244.16738,13.385",177321225.9,0,0,175016035.7
"194.13039,13.396",53505268.58,0,0,49447176.3
"150.14052,13.399",43350190.47,0,0,53799907.71
"204.11479,13.427",29168262.8,0,0,28132086.97
"670.26755,13.521",59030627.63,0,0,67498528.88
"694.30592,13.522",490650355.4,0,0,257505123.4
"713.22019,13.523",130676920.2,0,0,126784058.4
"345.14262,13.531",12964520.74,0,0,11688184.14
"272.16261,13.534",105328971.7,0,0,46792136.15
"325.27599,13.602",19535867.95,0,0,11747429.93
"214.06274,13.603",16571301.56,0,0,19472116.32
"176.04706,13.604",72937211.26,0,0,106331955.9
"508.42342,13.605",173367012.3,0,0,299516916.2
"389.16862,13.607",158670658.1,0,0,19998126.51
"234.08856,13.608",585874387.4,0,0,419364948.2
"209.10489,13.613",10500378.12,0,0,30138131.79
"224.10013,13.618",17695541.27,0,0,14865768.36
"333.3022,13.618",17153308.53,0,0,29320623
"609.352,13.619",38709594.37,0,0,162289761.3
"348.20821,13.621",113152745.6,0,0,13825196.52
"353.21349,13.622",12716391.49,0,0,11223210.16
"348.20821,13.623",64757153.24,0,0,20642358.76
"282.0873,13.626",94222658.02,0,0,23245177.03
"567.42412,13.626",85658565.87,0,0,36130021.42
"224.1001,13.627",11662539.7,0,0,16773677.59
"240.06301,13.628",56600987.74,0,0,65248785.81
"268.07494,13.628",42030259.91,71115940.81,0,47704435.21
"135.10472,13.631",492106259.8,0,0,144379945.6
"135.10463,13.631",415224668.7,0,0,278084982.7
"314.13685,13.643",114688160.2,60627877.72,0,40778986.11
"298.18831,13.66",63008832.49,0,0,40582538.96
"182.05753,13.672",77667860.74,0,0,60183039.34
"124.0525,13.711",21726065.14,0,0,33210808.94
"198.12526,13.72",51108756.29,0,0,47736208.84
"249.1721,13.724",145017823.5,0,0,61381833.25
"388.20865,13.731",1007595115,0,0,106224955.3
"382.24721,13.731",86572334.33,0,0,50345721.02
"240.0628,13.732",81721436.94,0,0,45398823.75
"388.21007,13.733",895058118.9,0,0,855266525.7
"254.18751,13.743",64035913.98,0,0,66602033.02
"260.05689,13.788",18138863.82,0,0,11009384.41
"140.08351,13.792",1200050761,0,0,652388824.4
"391.23516,13.793",34534948.12,0,0,10554450.74
"168.15079,13.823",31735420.69,0,0,34025813.04
"316.18898,13.84",47214086.09,0,0,329095949.9
"310.22475,13.844",5186589431,0,0,4213972302
"326.1359,13.851",85342780.95,0,0,113358266.7
"906.36661,13.852",122061694.1,0,0,171923552.4
"864.39688,13.853",1306947554,0,0,4028702643
"326.13602,13.857",96011744.09,0,0,70129911.59
"418.23594,13.857",32749417.55,0,0,119040249
"435.26106,13.859",22052894.51,0,0,25287533.98
"193.10987,13.86",294370045.8,0,0,408807898.2
"244.20383,13.864",56980294.13,0,0,24121868.1
"302.17276,13.93",305736170.9,0,0,71261021.23
"172.03683,13.931",26446796.12,0,0,56958708.19
"382.24581,13.936",617904209.4,0,0,249947747.3
"190.13556,13.937",39252125.41,0,0,92480454.26
"249.11063,13.937",17919938.5,0,0,20139784.33
"381.26229,13.96",6835464.815,0,0,43039984.26
"453.23558,13.976",6398090.978,0,0,18093105.65
"292.13072,13.979",40872211.22,0,0,32218009.44
"196.07327,13.984",168781758.5,0,0,100960427.9
"1097.52329,13.987",14585269.9,0,0,46179369.35
"112.05257,14.008",125829999.2,0,0,36752508.89
"242.11513,14.015",84208418.7,0,0,237387768.9
"108.09398,14.016",119340313.5,0,0,96264234.34
"112.05258,14.016",42199852.63,0,0,58571482.28
"254.15139,14.017",5324351383,0,0,2491275435
"208.07295,14.017",21946473.89,0,0,11895316.13
"124.08889,14.018",1554723570,0,0,1292777813
"152.08345,14.018",859245608.7,0,0,670117945.3
"312.15637,14.018",341777800.2,0,0,173157698.3
"260.12611,14.019",108863500,0,0,21577598.45
"110.03665,14.021",328856208.9,0,0,269743281.5
"114.04691,14.038",131445068.6,0,0,50331130.52
"321.19307,14.038",86731487.02,0,0,40300664.15
"219.12541,14.041",38979954.8,0,0,25653146.03
"283.17854,14.053",39248671,0,0,12331296.81
"148.05214,14.067",7493710958,0,0,8676519319
"314.11443,14.067",3638876625,0,0,3915166185
"529.32408,14.099",19822391.91,0,0,10832161.46
"340.18791,14.102",45537989.55,0,0,25627901.48
"398.22919,14.103",125925807.6,0,0,191102989
"644.37825,14.116",39982189.58,0,0,11496493.26
"266.11458,14.119",46093906.41,0,0,56768271.64
"124.05212,14.121",191511995.9,202384305,0,147418365.6
"368.183,14.122",295638917.5,0,0,174688402.6
"276.09902,14.124",211111193.1,0,0,401105422.1
"230.09374,14.126",80532301.75,0,0,52233864.55
"198.05231,14.131",191034369.6,0,0,215210556
"441.12105,14.131",18621892.44,0,0,16448994.33
"391.2827,14.132",31487165.46,0,0,40864111.57
"370.15611,14.138",141994763.1,0,0,87504125.94
"335.20889,14.156",101687100.7,0,0,91312663.08
"343.23491,14.185",60137619.59,0,0,95971180.66
"214.09906,14.202",61687688.81,0,0,26585695.11
"324.19313,14.202",28074849.65,0,0,38853292.2
"324.19325,14.203",41105928.48,0,0,34786136.21
"277.20354,14.212",114160522.1,0,0,121730873.1
"277.20342,14.214",256007185.7,0,0,71452062.67
"210.16157,14.218",483635844.2,0,0,432284735
"174.14075,14.218",117114168.3,0,0,46032681.7
"202.13532,14.221",24175215.76,0,0,30014800.19
"164.04698,14.222",93855765.53,0,0,96078535.58
"222.08857,14.23",304227902.3,0,0,171276221.8
"337.18849,14.239",36468105.19,0,0,27737503.64
"208.15704,14.239",15782846.42,0,0,17566860.54
"144.09357,14.249",69958133.8,0,0,69883714.87
"351.11269,14.257",35002047.79,0,0,14159698.52
"163.13582,14.259",244621511.4,0,0,186599256
"351.11229,14.262",75020491.25,0,0,22515018.19
"112.0878,14.292",24325671.4,0,0,20199685.26
"122.03681,14.297",292536193,0,0,123258915.5
"122.03681,14.299",201002987.6,0,0,98235933.24
"138.06782,14.303",648629462.3,0,0,234386832.8
"212.14069,14.307",21557773.94,0,0,5684430.704
"382.23598,14.313",326625737.3,0,0,205097743.8
"308.1982,14.315",135839029.3,0,0,228422361.6
"234.16178,14.327",322068106.2,0,0,484797035.3
"264.1718,14.328",32594281.9,0,0,22113466.72
"208.14586,14.343",64191177.87,0,0,84863644.65
"316.20305,14.367",48847611.57,61764034.41,0,49717837.77
"438.30824,14.369",120272560.2,0,0,105873478.4
"252.17215,14.376",21466802.37,0,0,26511299.72
"402.12541,14.379",16455548.55,15627049.64,0,15065166.12
"150.06781,14.398",127092915.6,0,0,60430150.55
"196.10979,14.419",22564152.67,0,0,12590554.18
"250.19255,14.443",117910595.7,0,0,96399680.19
"553.43291,14.458",24631768.13,0,0,13287956.52
"224.03504,14.468",19133439.78,0,0,19289531.25
"148.03717,14.469",53148057.94,0,0,59039987.21
"142.07804,14.471",27189162.15,0,0,64961219.37
"262.15624,14.474",14782888.94,0,0,11509612.23
"382.19817,14.489",63836901.38,0,0,42378168.89
"140.08372,14.494",184773587.8,0,0,173919084
"206.1667,14.495",29074315.53,0,0,243021437.3
"234.0522,14.495",19882324.07,0,0,21459265.95
"147.10459,14.57",35115164.43,0,0,33686514.12
"402.22472,14.597",18917276.8,0,0,18862161.61
"298.25011,14.601",80736139.29,0,0,92148666.19
"328.20329,14.612",10779433.07,0,0,7369763.07
"366.12517,14.621",32325199.77,0,0,34460085.55
"198.16147,14.647",63365238.39,0,0,32376893.19
"198.16165,14.653",54577722.99,0,0,47891066.4
"298.05361,14.685",39754067.83,0,0,52848768.37
"681.35436,14.709",34658299.27,0,0,36830452.06
"506.13274,14.718",48694075.23,0,0,60378903.88
"227.22428,14.732",40970006.89,0,0,53227525.16
"274.25036,14.874",21571963.05,0,0,20242795.83
"254.26053,14.874",17166722.46,0,0,14705204.74
"274.24999,14.875",10840207.96,0,0,12992094.38
"255.25542,15.15",47639713.6,0,0,39374302.81
"346.1797,15.247",9948643.925,0,0,17151056.18
"359.24056,15.251",89786737.62,0,0,45191780.07
"272.23521,15.259",41002296.84,0,0,47497410.38
"574.45452,15.263",12465125.61,0,0,10077109.47
"425.3857,15.389",12545083.67,0,0,12372634.64
"310.28655,15.768",20689317.37,0,0,19089564.8
"300.26649,15.858",79824543.44,0,0,23571844.83
"340.22859,15.858",56971441.6,0,0,89760387.46
"385.21477,15.858",17882402.46,0,0,15454976.62
"284.27159,15.859",667908405.5,0,0,697511796
"364.256,15.859",19803474.66,0,0,19301751.89
"704.51457,15.859",14936903.97,0,0,16081305.73
"374.21144,15.86",24549018.58,0,0,14866251.86
"453.41689,16.049",27028664.5,0,0,28201236.78
"398.38616,16.159",25666629.76,0,0,44016615.24
"353.32833,16.163",548638116.8,0,0,523394600.7
"270.25508,16.208",32943449.82,0,0,28371051.07
"131.09458,17.612",19799708.12,0,0,24491738.21
"149.1203,17.628",17700010.12,0,0,8992975.456
"469.3142,17.636",11349103.29,0,0,15058311.31
"107.07369,17.64",112690364,0,0,81803468.46
"258.15735,17.647",139716306.9,0,0,188583992.5
"202.0533,17.725",110176353.8,0,0,61284908.43
"123.04277,18.249",68732355.98,0,0,47348835.23
"153.01668,18.28",40936476.7,0,0,44476953.59
"285.07118,18.294",14393060.02,0,0,14488429.59
"242.152,7.87",39433993.27,64316937.05,0,0
"186.10736,7.871",41745618.47,34595583.44,0,0
"419.26967,7.904",73200723.4,68625601.15,0,0
"374.21297,7.906",15071224.79,19649930.81,0,0
"197.17753,7.913",31051039.13,30124779.36,0,0
"294.2191,7.922",151029158.2,140876808.8,0,0
"360.2337,7.924",69272103.85,48725835.13,0,0
"372.2336,7.94",14919755.99,39841325.12,0,0
"242.1695,7.962",82100741.02,87112368.97,0,0
"157.14635,7.977",32426538.39,35451985.44,0,0
"258.16472,7.984",91275510.39,68316804.5,0,0
"370.25286,7.99",1578763184,1509284825,0,0
"140.08345,7.996",31927500.89,29099193.11,0,0
"194.09384,8.01",140806292.3,176235830.1,0,0
"166.0627,8.01",116556676.6,139762364.3,0,0
"331.27168,8.01",86637472.75,72318186.91,0,0
"240.19049,8.035",175476939.3,161441406.5,0,0
"346.25416,8.041",26790507.4,84073433.95,0,0
"307.23259,8.054",43698828.15,49995469.28,0,0
"307.23265,8.055",52424764.87,46535428.99,0,0
"310.23216,8.063",179595155.8,169807694.3,0,0
"312.17631,8.068",2111273185,1937660621,0,0
"312.17613,8.069",453988832.5,1962343365,0,0
"322.26824,8.091",389741416.6,402804364.5,0,0
"358.28914,8.097",1275175137,1212803025,0,0
"439.35018,8.102",11264167.96,13081026.81,0,0
"110.10974,8.112",13231581.38,13285605.88,0,0
"456.19805,8.118",21210263.63,42694365.07,0,0
"391.31056,8.119",115313628.2,102279972.2,0,0
"286.23199,8.12",186402781.6,200234271.6,0,0
"317.29213,8.124",58941112.83,54628314.58,0,0
"317.2925,8.131",57114281.38,50185346.03,0,0
"266.26045,8.144",79490924.93,96015456.42,0,0
"344.27489,8.196",26847827.3,29823701.33,0,0
"314.26361,8.204",170599996.3,164790954.8,0,0
"228.20881,8.204",33737223.65,21671237.76,0,0
"268.24046,8.278",34250380.61,32612632.29,0,0
"321.28462,8.29",40803378.52,38655283.18,0,0
"534.4629,8.328",16289475.56,16045105.96,0,0
"629.39619,8.328",6777472.593,7482827.718,0,0
"314.19902,8.33",8170477.544,21249587.21,0,0
"386.19853,8.338",48908046.33,53646777.01,0,0
"281.2715,8.357",19334258.24,16246643.4,0,0
"352.31526,8.372",36109446.97,35987904.46,0,0
"255.25572,8.383",34745754.1,39642075.07,0,0
"255.25585,8.384",40532451.51,44480084.94,0,0
"622.46174,8.458",32033675.14,49050118.04,0,0
"562.49415,8.458",17749104.3,18672485.11,0,0
"380.25972,8.467",46735098.75,54394624.46,0,0
"311.31819,8.707",305072567.8,248661177.8,0,0
"320.30733,8.738",288598407.3,332031891,0,0
"380.3513,9.765",367824584.6,794646006.4,0,0
"210.17301,9.765",304206242,86070995.23,0,0
"315.20381,9.927",127864421.2,85880058.69,0,0
"315.20381,10.161",388615225.3,281061418.7,0,0
"265.20354,10.386",201183260,39998052.97,0,0
"240.18311,10.414",44841846.07,73389267.03,0,0
"240.18357,10.416",31400874.88,32659566.56,0,0
"414.24584,10.445",222925183.2,267930144.1,0,0
"340.20909,10.561",371536278.3,544643455.9,0,0
"436.37699,10.574",14955690.58,16980274.06,0,0
"429.29323,10.708",81336998.39,91032840.22,0,0
"367.31943,10.708",21725968.9,21049409.59,0,0
"580.41825,10.776",10388998.86,20053133.41,0,0
"354.25096,10.851",70120039.17,76550561.26,0,0
"624.40348,10.891",6643879.168,18554379.46,0,0
"221.16211,10.921",20729900.2,24026306,0,0
"562.40799,10.941",18802179.92,24200830.75,0,0
"250.17766,10.991",55142690.48,36193778.92,0,0
"348.14226,11.003",14828610.11,26969956.43,0,0
"298.16054,11.012",43588520.61,31972773.84,0,0
"326.19185,11.02",190751563.8,77832157.79,0,0
"326.19169,11.025",44099174.84,77013101.08,0,0
"219.16172,11.037",41485953.43,43183293.22,0,0
"712.45542,11.053",12630153.58,48954916.26,0,0
"144.11475,11.064",21117989.7,21955210.54,0,0
"259.15666,11.118",39757207.2,44747435.97,0,0
"312.27684,11.153",30990273.24,11219012.79,0,0
"783.48136,11.186",12688476.59,21387742.1,0,0
"326.25655,11.224",35987844.03,23562845.34,0,0
"551.39249,11.232",9241297.7,11640593.63,0,0
"844.53324,11.247",22156836.44,17819738.4,0,0
"264.21941,11.251",32821061.73,49074050.67,0,0
"211.15662,11.254",14870996.86,15514760.11,0,0
"694.31113,11.258",84950777.48,147051214.9,0,0
"237.99242,11.312",33144598.95,49443927.49,0,0
"229.18273,11.313",113107776.3,129498675.1,0,0
"207.18294,11.322",317354535.1,396965904.3,0,0
"339.23989,11.347",2078352449,479025053.5,0,0
"108.06879,11.352",66076610.72,56270863.87,0,0
"898.53348,11.354",17317418.46,22739047.45,0,0
"336.20391,11.357",112112726.6,32427669.85,0,0
"118.07826,11.384",991037816.3,621506180,0,0
"131.93762,11.384",79984428.35,90666217.58,0,0
"151.92746,11.386",18572124.47,27459337.52,0,0
"118.07833,11.387",1272543624,1047881550,0,0
"102.9481,11.39",1784148741,1173889214,0,0
"456.28273,11.399",41188329.14,38914559.79,0,0
"255.18294,11.402",19650650.29,22171540.95,0,0
"149.12029,11.403",18809846.31,14107633.27,0,0
"135.10466,11.409",53950915.6,48496735.55,0,0
"135.10457,11.414",59735835.43,61359723.46,0,0
"155.09453,11.415",43044974.8,119548811,0,0
"340.27175,11.431",195975342.1,52134815.54,0,0
"651.38506,11.44",19552841.02,8493642.869,0,0
"547.35613,11.446",17357109.82,19619970.29,0,0
"257.16206,11.474",42669515.22,56100638.06,0,0
"299.20931,11.477",8916983.729,9047929.851,0,0
"317.2925,11.514",37658466.63,38615991.94,0,0
"237.1572,11.522",12309434.06,13308492.5,0,0
"635.40795,11.591",16014897.74,11210629.96,0,0
"283.1415,11.615",10820919.91,13080583.46,0,0
"256.14171,11.625",20097184.99,23470192.74,0,0
"104.02638,11.711",219414376.8,172438903.8,0,0
"310.01311,11.721",34540453.77,22518761.52,0,0
"495.26738,11.739",77749034.7,32199869.38,0,0
"406.33003,11.759",60735620.39,101596702.4,0,0
"320.15195,11.762",24127089.71,16445871.17,0,0
"384.2614,11.776",224989997.8,333701390.2,0,0
"380.24059,11.799",354246787.1,812622582.4,0,0
"372.18334,11.808",83111601.7,35261373.13,0,0
"446.27703,11.863",22383769.9,43910730.61,0,0
"195.19823,11.892",90578879.08,36576164.16,0,0
"368.26689,11.904",51032586.78,47840355.51,0,0
"368.26659,11.906",36006289.89,65807597.31,0,0
"292.21419,11.912",11842740.35,18152342.55,0,0
"212.18855,11.941",10527556.08,61270295.2,0,0
"197.14132,11.943",723392231.6,1917072004,0,0
"340.27175,11.953",167511658.3,55173009.41,0,0
"211.15668,11.956",30210952.87,73138828.43,0,0
"524.2827,11.973",31533747.2,329770218.6,0,0
"260.12532,11.974",132028999,164714456.5,0,0
"246.11032,12.035",27858660.08,35904312.93,0,0
"121.09942,12.104",107692615,243692476.5,0,0
"199.15678,12.107",122599083.1,122402175,0,0
"195.1982,12.126",12720969.52,15477051.95,0,0
"186.05256,12.149",286773482.5,393566037.1,0,0
"661.424,12.156",27969878.56,67598081.87,0,0
"366.32356,12.167",13142825.32,19463298.88,0,0
"344.03374,12.168",56294187.96,60693011.63,0,0
"378.05376,12.171",11548605.99,7586863.758,0,0
"283.02825,12.179",56148697.59,43588876.41,0,0
"183.16187,12.192",39203994.62,45439363.5,0,0
"295.17497,12.201",24212879.38,37131075.06,0,0
"295.17531,12.201",17718136.93,25864478.76,0,0
"319.19972,12.205",30392088.57,28755735.92,0,0
"217.16765,12.233",7989512.894,13766746.93,0,0
"575.38738,12.248",12772998.27,23043723.97,0,0
"359.19319,12.261",20890036.84,8463446.105,0,0
"230.05781,12.266",31016127.8,30593407.45,0,0
"212.14073,12.339",86726214.85,281735377,0,0
"294.10817,12.357",56964814.69,21674295.78,0,0
"272.12515,12.364",958610655.5,275575004.9,0,0
"437.3243,12.38",15078046.99,18485698.52,0,0
"218.13045,12.398",339570565,233709022,0,0
"176.08344,12.411",183631144.9,252436108.1,0,0
"351.02556,12.427",10406551.27,17372067.9,0,0
"476.13496,12.434",6762188.606,10948360.33,0,0
"132.04228,12.436",274239475.9,429838904.6,0,0
"389.04118,12.472",35659513.91,22912180.48,0,0
"110.07223,12.475",55248742.18,23337110.22,0,0
"108.05757,12.477",168431071.7,304134164.3,0,0
"228.13605,12.48",39779956.65,200192574.2,0,0
"244.13101,12.482",58886193.07,80629292.3,0,0
"383.05498,12.482",28903839.32,32681085.19,0,0
"342.16801,12.5",86478531.96,24203916.33,0,0
"274.14183,12.503",12115859.46,13298977.73,0,0
"595.28258,12.504",14157863.29,15307821.96,0,0
"256.04921,12.511",16084852.5,16608071.67,0,0
"466.34014,12.518",15297687.9,17557471.19,0,0
"234.12506,12.52",24734712.85,28069324.71,0,0
"426.3463,12.522",86868299.17,198837548.7,0,0
"313.15196,12.522",86181928.34,89732504.88,0,0
"426.34605,12.524",291457987.3,186462145.3,0,0
"622.28407,12.541",11380910.94,8098076.934,0,0
"143.13083,12.542",17120189.81,27557565.15,0,0
"156.07839,12.567",536435273.8,307734982.6,0,0
"202.15655,12.568",44940711.43,54739970.61,0,0
"346.16292,12.577",19377903.18,26461413.68,0,0
"118.0419,12.585",35348274.08,38278965.63,0,0
"184.07295,12.593",84038968.58,199530197.7,0,0
"226.15664,12.627",32852314.43,31300863.94,0,0
"214.15646,12.631",18128589.83,20107847.06,0,0
"497.12159,12.632",239613233.1,225357239.5,0,0
"351.16377,12.637",8737427.431,8670279.121,0,0
"502.16224,12.653",33569064.33,100916915,0,0
"342.16807,12.655",176977899.2,97407479.08,0,0
"438.05748,12.663",54444838.24,55705943.13,0,0
"150.06729,12.666",61180722.02,13706963.24,0,0
"392.12666,12.667",20480778.97,18159257.98,0,0
"184.1458,12.682",10227805.2,13572878.34,0,0
"358.06917,12.684",9566174.276,9425141.472,0,0
"412.32961,12.75",94288373.77,27927325.19,0,0
"418.16334,12.75",48289763.96,29810933.05,0,0
"305.27132,12.755",13597349.36,24691810.64,0,0
"305.27101,12.756",14565234.16,12352852.37,0,0
"300.19368,12.839",32026389.29,14973914.06,0,0
"845.46105,12.912",11440503.47,11046881.12,0,0
"189.95837,12.927",147073422.7,90237140.49,0,0
"126.03068,12.95",151893559.6,248539464.3,0,0
"126.03169,12.953",2784270503,3007168824,0,0
"144.04207,12.953",171729193.9,180687229.9,0,0
"144.04218,12.954",165698600.8,142101787.9,0,0
"357.03938,12.959",30640307.65,44678109.89,0,0
"256.1303,12.984",13130216.68,21946769,0,0
"314.1104,13.046",9035310.788,8964481.834,0,0
"179.09441,13.114",56786415.16,98423795.9,0,0
"211.15668,13.127",9472938.677,8007005.237,0,0
"565.40825,13.135",14594089.83,19509650.26,0,0
"525.34187,13.142",9860847.807,11928599.8,0,0
"462.34502,13.144",139905868.1,165251283.6,0,0
"462.34453,13.145",75611448.58,110307241.5,0,0
"339.20394,13.157",12269626.36,59647066.08,0,0
"454.33934,13.179",13541780.39,22733401.16,0,0
"228.17208,13.222",207288054.4,167481285.6,0,0
"192.15123,13.223",231883706.3,175441163.5,0,0
"227.18822,13.224",2534075534,2695191936,0,0
"192.15104,13.226",261839924.7,191407821.9,0,0
"240.11423,13.249",59334671.88,43633484.7,0,0
"336.15383,13.285",260242124.7,439760166.7,0,0
"460.10338,13.311",74086319.03,36036430.45,0,0
"222.05579,13.316",168748731.1,163284603.4,0,0
"399.1508,13.316",22554384.95,22285590.14,0,0
"296.16158,13.319",1361850924,667260941.5,0,0
"254.15135,13.397",601721418.7,912790170.1,0,0
"166.13565,13.398",23000392.04,22725295.98,0,0
"269.16257,13.441",362403530.3,119885621.3,0,0
"337.261,13.492",208521917.2,339070438.6,0,0
"330.11024,13.51",13423272.36,19204161.47,0,0
"710.27176,13.511",17225995.05,9356419.312,0,0
"327.20375,13.513",15170767.34,18355879.02,0,0
"700.2211,13.518",1101584658,580850454.1,0,0
"718.2609,13.518",22341292.81,29572882.55,0,0
"694.30586,13.519",122024155.7,39031244.99,0,0
"482.33449,13.562",16061417.82,35160024.85,0,0
"212.14067,13.602",12937757.15,13832398.92,0,0
"206.094,13.604",162449949.7,123585268,0,0
"206.09392,13.605",226332146.9,212805391.6,0,0
"127.05463,13.605",49826911.43,76547864.33,0,0
"142.07793,13.606",49791957.97,48728168.35,0,0
"389.16878,13.607",27934411.05,37846427.89,0,0
"114.06705,13.608",15356214.96,17835023.1,0,0
"194.05745,13.61",46648005.73,101943911.4,0,0
"241.09831,13.614",41126647.36,30599599.55,0,0
"241.09859,13.616",44366106.87,39041918.8,0,0
"145.11745,13.624",201590270.3,165773976.8,0,0
"465.23924,13.628",6957900.773,8362965.266,0,0
"181.11004,13.631",278252472.3,289728572.5,0,0
"451.20561,13.651",40940790.61,40082338.43,0,0
"577.36201,13.657",31342853.91,17069089.38,0,0
"309.26579,13.658",29076628.5,37149999.96,0,0
"243.25586,13.664",38748576.05,15068494.3,0,0
"220.10942,13.668",78072165.06,100228397.1,0,0
"218.17769,13.668",28757873.66,55276036.04,0,0
"182.05772,13.67",232310574.5,140377638.5,0,0
"237.11255,13.672",267014223.1,334280097.3,0,0
"222.16162,13.672",146450812.4,85149236.56,0,0
"221.15391,13.673",326768579,102010428,0,0
"294.18315,13.674",639554238.2,612490596.1,0,0
"237.11265,13.675",190447242.6,95053535.61,0,0
"196.18231,13.696",30280119.27,12876038.43,0,0
"138.06807,13.715",589457972.8,352040344,0,0
"240.13569,13.724",2051978617,1295052967,0,0
"110.07321,13.726",91066508.76,114565256.7,0,0
"110.07328,13.728",99814263.8,76813310.38,0,0
"308.17375,13.729",8430625.61,8820301.704,0,0
"440.23979,13.744",10597279.04,11015136.64,0,0
"375.25265,13.749",9247844.204,7359240.502,0,0
"342.20445,13.757",29736413.97,198272602.3,0,0
"276.17283,13.769",16945475.29,16425453.29,0,0
"342.07546,13.783",36306856.57,281763338.2,0,0
"302.13048,13.784",33459132.17,32801236.77,0,0
"238.11994,13.786",236915776,284550551.4,0,0
"287.20876,13.787",28379798.38,624124411.6,0,0
"312.19316,13.788",87242668.79,653191088.4,0,0
"192.11457,13.788",74518658.37,102191854.2,0,0
"538.22116,13.79",148088594.1,121165585.3,0,0
"353.07927,13.79",35875694.46,25924650.7,0,0
"189.06183,13.796",40526256.46,168182658,0,0
"554.3557,13.8",15359937.57,32521522.13,0,0
"311.17245,13.819",66165907.81,36667946.66,0,0
"446.15816,13.825",26149398.6,23190088.32,0,0
"124.10006,13.844",51720610.71,63697648.11,0,0
"463.20558,13.846",27235339.41,36370373.74,0,0
"906.36557,13.853",59235372.81,33917015.65,0,0
"224.06816,13.854",90912735.81,85791114.67,0,0
"335.14916,13.885",39577126.93,11626105.06,0,0
"386.1848,13.898",137837288.5,107675397.5,0,0
"387.22621,13.902",68688193.63,79869482.73,0,0
"382.24702,13.933",611760852.3,176961140,0,0
"204.11471,13.952",33707616.08,24794579.71,0,0
"364.23656,13.955",12521850.74,204585825.2,0,0
"255.21907,13.959",56326527.43,77438852.9,0,0
"301.15167,13.966",256646057.8,311828966.2,0,0
"106.0421,13.97",81757401.04,164374916.7,0,0
"162.03156,13.995",103642494.1,121301064.5,0,0
"299.20909,14.002",30112792.52,38184666.75,0,0
"230.15159,14.004",73821452.57,47228449.8,0,0
"415.25749,14.008",5959933.541,91194504.42,0,0
"180.07826,14.015",1306502951,3582772570,0,0
"316.18873,14.016",272643572.9,530622675.9,0,0
"381.11055,14.016",50588706.25,38709410.08,0,0
"381.11107,14.016",48359041.42,43964166.18,0,0
"222.16164,14.017",46050022.75,56207370.99,0,0
"401.1663,14.017",30446674.68,47949620.51,0,0
"208.146,14.035",427791933.9,736699243,0,0
"194.09384,14.038",1028527034,777833858,0,0
"166.06288,14.041",409348462,726123423.5,0,0
"194.13049,14.042",77615646.39,50584514.33,0,0
"219.12537,14.046",31877460.11,41921046.45,0,0
"124.01589,14.047",137715150,134271961.2,0,0
"104.02629,14.066",459641113.7,707057031.4,0,0
"148.05234,14.068",10223160254,8791186203,0,0
"267.14641,14.091",34962840.48,58230013.71,0,0
"726.42006,14.114",98075422.01,40005513.25,0,0
"390.16228,14.12",35012606.86,32510421.79,0,0
"278.18812,14.121",69946324.23,106403201.2,0,0
"328.18867,14.131",591776994.3,981806874.3,0,0
"170.0575,14.131",145299013.2,109254500.2,0,0
"721.29863,14.132",25777593.45,40354475.67,0,0
"364.16527,14.137",10587885.9,19246358.57,0,0
"428.11229,14.138",104482784.2,114771942.9,0,0
"202.03923,14.143",5171441.74,26656854.21,0,0
"222.05593,14.153",79833661.55,122548396.6,0,0
"298.05394,14.155",29902967.08,16415046.63,0,0
"296.07479,14.156",20795682.88,24010850.42,0,0
"196.10979,14.177",28708477.19,17612471.92,0,0
"188.11983,14.195",30486966.83,27136230.89,0,0
"202.08389,14.195",7336732.399,17329760.79,0,0
"296.1982,14.208",90519358.69,145453957.5,0,0
"154.09906,14.215",69785953.96,41454639.57,0,0
"210.16149,14.216",590288451.6,1005742254,0,0
"210.16154,14.217",821534574.3,1228353427,0,0
"591.29011,14.218",8961418.163,8729227.885,0,0
