"F3.BTZ","F4.BTZ2","F6.BTZ3","F7.BTZ4","F8.BTZ5","F11.BTZ9","F12.BTZ10","F13.BTZ11","F14.LBH","F15.LBH2","F16.LBH3","F17.LBH4","F18.LBH5","F19.LBH6","F22.LBH9","F23.LBH10","F24.LBH11","F1.LEN","F25.LEN2","F26.LEN3","F27.LEN4","F28.LEN5","F29.LEN6","F30.LEN7","F32.LEN9","F33.LEN10","F34.LEN11","F35.NOT","F36.NOT2","F37.NOT3","F38.NOT4","F39.NOT5","F40.NOT6","F41.NOT7","F43.NOT9","F44.NOT10"
"21",31.2595323236097,30.9696175109767,31.1913334194399,31.0341267977353,31.2537242924666,31.2674803545765,30.9628834038449,30.9544265390419,31.0205089154998,31.2182796698489,31.313190320431,31.3960514890421,31.4875977286396,31.2848418405111,31.036331524132,31.2523017240608,31.4339428524892,31.2739477909705,31.1614315796864,31.0717934942596,31.2727634791456,31.4294718530601,31.3552821799575,31.5491429924461,31.5760545883757,31.3043975723895,31.3833806095746,31.5315549569236,31.2255279555221,31.0491605159511,31.3678171172617,31.1540033667097,31.2856381276427,31.433217946454,31.1026072067387,31.1682877609911
"22",31.218820248563,30.9590387084332,31.0842659158942,30.886760165698,31.2346209948936,31.242198443939,30.8567401335356,30.8482832687326,30.9990212955821,31.1390932855348,31.3083133701467,31.3094949541957,31.351070790071,31.2628010209338,30.9820090444746,31.2386168294646,31.4111445675369,31.247312565499,31.1502772762189,31.0645354099162,31.2483668318281,31.390115767138,31.3479131174829,31.4239359076717,31.3949662303002,31.1755526898708,31.3667881700531,31.5306249979015,31.1622509328462,31.0079715868781,31.2205242530495,31.0914864504851,31.2723207241448,31.4256874740955,31.068152530974,31.1430877165552
"23",31.1290066471957,30.9507608377394,31.0576081882188,30.8568667165738,31.1522851317743,31.2190047110585,30.8536365052002,30.8451796403972,30.9774642485193,31.0536494722882,31.2029569984797,31.202673015513,31.2876561293192,31.2588009391094,30.9626245421349,31.1548535986865,31.3933752953231,31.2290382798189,31.1442477970457,31.0237064791297,31.2358042662498,31.3358814321766,31.3305724271961,31.4235318063134,31.3876057745089,31.1387366548538,31.3150493811303,31.4670515499955,31.1459947051251,30.8559113491058,31.1946785256392,31.0827165334876,31.256517659937,31.2764763823001,31.052320978915,31.125438470965
"24",31.0852164765072,30.9152566625821,30.9801762538559,30.8300440577305,31.0644228512905,31.0084784904888,30.6915919123639,30.6831350475609,30.9668009073939,30.9511337659819,31.1852910056343,31.1659868679134,31.281383823812,31.1688626284665,30.9154195175943,31.1471933761906,31.1845318907662,31.1983575416301,31.0960172710008,30.9942468318609,31.1578004564967,31.3169000770304,31.2292900150787,31.2851224806252,31.378245241416,31.087691373352,31.2984905849102,31.4623258750377,31.1387984924819,30.8393273305493,31.1924068200661,31.0190027558562,31.2422837318356,31.2040659652987,30.9693053149152,31.0488240187889
"25",31.0129727617435,30.8883570620205,30.9601927723685,30.7422933071674,31.0458090131036,30.9158287851566,30.622526462014,30.6140695972109,30.960323944625,30.9164081280657,31.1398656554908,31.1174841736983,31.2683906144061,31.1293593215023,30.7098895372235,30.922178149061,31.1360050212598,31.1884430013494,31.0502821412874,30.8773681706501,31.0386921450981,31.293525641679,31.1888644502842,31.2629808537785,31.2528833963376,31.0832289691579,31.2747634612993,31.4570883055947,31.0746857802594,30.831288931915,31.1061754472589,31.0121691699424,31.1739582407964,31.1104603249571,30.9671372937211,31.043538114817
"26",30.9471909877012,30.7585729054628,30.8826672133773,30.725793973012,31.0396399626003,30.9009020063835,30.5585425230506,30.5500856582476,30.8459217174065,30.8698609986189,31.1389910485737,31.0350878252785,31.1353414393881,31.0645247090203,30.6782757203984,30.9006727072258,31.0717074366473,31.1752195848201,30.9199164665506,30.8647183087116,30.9547716620822,31.2457154492966,31.1246872689492,31.243670538667,31.1911225183595,31.0731747004137,31.2597214436032,31.3383827023422,31.0442204898376,30.8124154797193,31.0958357809166,30.9930310965859,31.1011996485277,31.0168771374517,30.9379350394352,31.0165782442149
"27",30.9202807973245,30.7509583479411,30.8032736990099,30.7096152375912,31.0394477763316,30.880326757604,30.5541015667723,30.5456447019693,30.8419618853418,30.791811302956,31.0750025196084,31.0085406210925,31.122271600848,30.9871790515273,30.6703722839534,30.8400668321379,31.0710835040128,31.1132533627891,30.8715019386991,30.863200846021,30.9491977118321,31.1786114640749,31.0854837315802,31.1353114737934,31.1909396206368,31.0597998335681,31.257993295862,31.2360014110374,31.0272163181387,30.7809039239605,31.0770815521533,30.9515904598732,31.064019189941,30.9671452766797,30.9128449899473,31.0094132203415
"28",30.8252186297536,30.6737417904806,30.739229219448,30.6421864915343,30.9983694732236,30.842348990904,30.5494618166253,30.5410049518223,30.8114553033092,30.7243186193741,31.0589158715465,30.986175898926,31.0840471348498,30.9651616033405,30.6409690435064,30.8266246648289,31.0487666042171,31.0917646540988,30.8593323381178,30.8221592491001,30.920666448628,31.094555627356,30.9474663738594,31.1006418481942,31.04943009822,31.0533437345293,31.2347350693833,31.1888279705622,30.9841000703591,30.7522923165453,31.0769227075489,30.9411465329036,31.056414103922,30.9604021122019,30.8934672671547,30.9617160667885
"29",30.8196595085885,30.6423888856703,30.7237579770651,30.6409699414475,30.9210911376767,30.8421995926057,30.5034789433216,30.4950220785185,30.7617479971139,30.688976859506,30.8939732227853,30.9607338416613,31.0615169711188,30.9461274593162,30.6348531186614,30.7296623523194,30.9619975558678,30.9755994661283,30.8271424431787,30.820958578219,30.8970896054767,31.0428345364794,30.9180575185354,31.0882069661213,30.9853282363361,31.0495786246505,31.1294749323214,31.046251137031,30.9456241068659,30.7281581946592,30.9794334181496,30.9373792774617,30.970922027698,30.9555870951727,30.884321068611,30.9590927626635
"30",30.7772189710329,30.6027425742452,30.693371118943,30.6146774112063,30.8904166354426,30.823862101066,30.4934714461317,30.4850145813287,30.7355315633332,30.686417679638,30.8577280472716,30.9426854757635,31.0489366559174,30.8469290693054,30.6151544467397,30.7013977732516,30.9602159275075,30.9650040663743,30.7809171206318,30.8090250853501,30.8896284889816,31.0421693610783,30.9094861314157,31.0175757760341,30.9548380359586,31.0384554781718,31.1146421114143,31.044855980835,30.91309610049,30.7271315214103,30.9513238730029,30.8868588352511,30.9258681964388,30.9234498601632,30.8762502671552,30.9398481135028
"31",30.7553821162009,30.5812832138228,30.5826780575025,30.5729426426873,30.8893155936867,30.8021958020984,30.4465655785493,30.4381087137463,30.6818791702397,30.6824652103677,30.851845469383,30.9407453859403,31.0461666985441,30.8398943804439,30.5766346311415,30.6957110869106,30.9150788952586,30.9430273919217,30.6769553338955,30.7634317137307,30.7991541039655,30.9910219313652,30.8688603334356,31.0167188246423,30.9234122449665,31.0376529760598,31.1025845087319,31.004755610875,30.907493745849,30.7139043563901,30.922348061928,30.8634964934241,30.9136452244157,30.9220247274106,30.7912326290456,30.8883114909178
"32",30.716005383625,30.5773877873801,30.577364064736,30.570832091188,30.7997979037842,30.7946816867254,30.3660189333414,30.3575620685384,30.6626514715787,30.6364684949282,30.817230449985,30.8653183949336,31.0366215023166,30.8209707489076,30.5411222554015,30.6614393763408,30.8991446257153,30.8727269306978,30.6738634625366,30.7070694131932,30.7840314041161,30.887359381423,30.8395119720535,30.9817663247637,30.914095539919,31.0038929428712,31.0943496394723,31.0007590751278,30.882066130145,30.5903593486742,30.9089743754513,30.8630308732244,30.9063144299269,30.8786606162337,30.7044920515676,30.7925613210372
"33",30.6820327451524,30.5748615930148,30.5747678058811,30.4817584399927,30.7919309481302,30.7879359405012,30.3439027333572,30.3354458685542,30.6071820055313,30.5587223555573,30.7931903160037,30.8516024484786,31.0167628460585,30.7800561587135,30.518085955539,30.6408028813889,30.8915310832572,30.8122286993302,30.6553601444301,30.6641586401141,30.7740617572323,30.8728855753292,30.78127547748,30.9745349832834,30.8773003620947,30.9902089937783,31.0841036785486,30.9676079333248,30.8696937987178,30.5127148938761,30.8729072860407,30.7692697354349,30.895772012458,30.849989583984,30.6246937669997,30.7102936954796
"34",30.6295121077083,30.5492058463729,30.5717469763677,30.4101813448421,30.7567116261852,30.7826508685671,30.3347395225389,30.3262826577359,30.594165980535,30.5513810161255,30.7572956865767,30.8348515375216,30.9772826042294,30.7587584507146,30.5049150876423,30.6267935111153,30.8848280605736,30.7759815772589,30.6364333607128,30.600661124272,30.7672466306836,30.8613852355532,30.7223854139889,30.8832364485268,30.8731976053401,30.9704580227498,31.0248108547678,30.9168620348901,30.8256307275039,30.4979825577926,30.8435935645605,30.7503137774546,30.889560693143,30.848348594771,30.6095802508654,30.6695245459545
"35",30.5153192952861,30.5213914369625,30.5268134233323,30.3956862068315,30.7354416627508,30.7665073889268,30.330495526374,30.322038661571,30.5543440315165,30.5406722920677,30.7550123843802,30.7666432328811,30.9629128076359,30.7146914075269,30.4783058841011,30.6128058514902,30.8733276103063,30.7292962151643,30.5117126802238,30.5922716531262,30.7531676661205,30.8457023906884,30.7117637664052,30.8816014088159,30.8570305482837,30.9678520126633,30.9642970384622,30.9113774120872,30.8198757664891,30.4404858877745,30.8189049792507,30.7389219160443,30.7629070396017,30.8473122846713,30.6072846750156,30.6686453857818
"36",30.5018860462885,30.4897077392969,30.5121755625654,30.3592451313718,30.7240940678479,30.7569569080069,30.3138898071459,30.3054329423429,30.5414010422542,30.4964411765841,30.7186037744144,30.7087959814103,30.938946166174,30.6896615212042,30.4650821829623,30.6127929279536,30.8665364564835,30.6814372653777,30.5080339277549,30.5612582018259,30.721403992846,30.7888719659609,30.7013749932057,30.8465564110333,30.7338713142503,30.9402496183808,30.9203814779725,30.9111289212847,30.8100966729912,30.3922266311542,30.7560898470088,30.7360511435024,30.7320890019374,30.8395686142035,30.5589020788057,30.6593311928521
"37",30.4935437465797,30.4175534951017,30.4964685106084,30.3580043671775,30.650139219906,30.722120557512,30.2924495753585,30.2839927105555,30.5106846403948,30.421203698446,30.7136346375571,30.5933719878208,30.917866571308,30.6652870915308,30.4608671751449,30.6036170509295,30.8188433375992,30.62627626305,30.506470402559,30.4784500532391,30.6418023024529,30.740460445322,30.6598055060064,30.8465373851354,30.7183023596457,30.8261657784816,30.9071536646729,30.7875034757188,30.721701517874,30.3712951440897,30.6621536471743,30.7319759876958,30.7050662191708,30.7474131619408,30.5159389461711,30.6553293087638
"38",30.4777847765005,30.2502736458297,30.4672763799279,30.273830199255,30.6068155153911,30.6914367200389,30.2094486937515,30.2009918289485,30.4950837187416,30.4062582982551,30.6951654735473,30.5417222425511,30.8509710160813,30.643050816659,30.4410445233069,30.5039641803652,30.8137723503261,30.5547736495002,30.5041651942174,30.475595607825,30.6400084874101,30.7320161025754,30.6584350149988,30.7831740635032,30.6400365275932,30.816781974555,30.8800044801049,30.7730703132049,30.6987783660988,30.3655906021202,30.6269557515615,30.7063049544298,30.6231784730861,30.6788704762446,30.4987808557126,30.6263796286603
"39",30.4724525170546,30.2482254185255,30.450135485521,30.2737366185735,30.5587773085269,30.5707943146981,30.2045390122271,30.1960821474241,30.4403658175264,30.3667757622444,30.6439239359578,30.4895580429503,30.7648856551006,30.6409847255665,30.435485471495,30.4872782286456,30.8046313825888,30.4960026857036,30.4923249098096,30.4125192599078,30.5993380945498,30.6742744507789,30.6461832019108,30.7805764258079,30.6304783611813,30.7035640926024,30.8344525347649,30.7702439196716,30.6945108254025,30.3531452453254,30.6201469191393,30.6836030644883,30.6125536246472,30.611572244558,30.4933003356846,30.6224165784361
"40",30.3853398838935,30.2259908953533,30.4493026464169,30.2640411339562,30.5503907086574,30.5678234232269,30.1896777331096,30.1812208683066,30.4355188106608,30.312135968216,30.6387572742662,30.4696565041976,30.7449262745121,30.6210952383172,30.38726694767,30.452797831991,30.7333339301678,30.4312826745991,30.4602097471972,30.3579667494724,30.5784195985835,30.6597593157163,30.6209347212016,30.7643685475661,30.6084145102048,30.6987554179451,30.7554009142679,30.7523364615371,30.6920145645414,30.237387594306,30.6038871702482,30.6411860316273,30.5703263650916,30.5953396184392,30.4408230833693,30.6013688554981
"41",30.3732239825306,30.2259426317026,30.4353448405749,30.2455429921523,30.5189318034395,30.5531925500374,30.1639045732378,30.1554477084348,30.4006748409592,30.3110412625931,30.606986826384,30.4625461277658,30.7448085066795,30.514815562504,30.3511781454244,30.4500959544752,30.7050738688806,30.414836278801,30.4578861774477,30.2566471692263,30.5695483987338,30.6473915686753,30.6114833853169,30.6586470325992,30.5995792235523,30.6941383414942,30.7274354267423,30.7420410813546,30.6782935661221,30.2290332121648,30.5753068384042,30.617420939239,30.5163431298458,30.593129398324,30.3935483656892,30.5981987352746
"42",30.2784321365249,30.1750049180714,30.3835908700296,30.2062808777238,30.4803696751685,30.5448216145465,30.1584175475392,30.1499606827362,30.4000159279405,30.2742863342892,30.5774198038749,30.4501768826284,30.7235296887372,30.5035265287177,30.3111334387736,30.450072808075,30.646627515542,30.4078729809077,30.4470997492463,30.2422975553585,30.5176361110112,30.5671228891161,30.6022300361901,30.6500864663163,30.5994026456678,30.6922744170466,30.7142311668833,30.7046249522289,30.6614929021789,30.2065019972081,30.5737692001724,30.5899377513063,30.5162839711769,30.5370854588329,30.3253277253843,30.5396981105559
"43",30.2661510110492,30.1235042353578,30.3806389828459,30.2059525962912,30.4707295811614,30.524279105637,30.1494707986747,30.1410139338716,30.3973891717481,30.2649038812764,30.5550711367791,30.4469079035703,30.7235265435318,30.5010048285982,30.3062956402033,30.4162338692418,30.6451612311463,30.3988333448101,30.3735573221169,30.2166346612496,30.4795176375648,30.5581685684004,30.5684967310598,30.6278219469072,30.5505669787462,30.673493386576,30.6891863947654,30.6860633415906,30.6415431477209,30.1569785558609,30.5674933408828,30.5563599197567,30.4837569775848,30.5161262972262,30.2950087386096,30.5393989749542
"44",30.264768965083,30.1031940787824,30.2969518189145,30.1464896007151,30.4134208236222,30.4521903233913,30.1313558535584,30.1228989887554,30.3836097735596,30.2618056571167,30.5051592138692,30.4350802237298,30.7047198879057,30.4651822187428,30.2653916305876,30.4027613651331,30.6382553275169,30.3806080397425,30.3552772824195,30.1964042622225,30.4419034865087,30.5007297409875,30.5564389074043,30.5933867231897,30.5018778459568,30.6712094538259,30.6850019044888,30.6754630089809,30.6143228673961,30.0888716027477,30.5448831868664,30.5498301383197,30.4822321055533,30.5063914940724,30.2948956547957,30.4820450449028
"45",30.2626516689282,30.0579014991347,30.2909683943542,30.1326278685844,30.3405242102243,30.429941349452,30.1271335783903,30.1186767135873,30.3225575101712,30.2081178679089,30.4766491491089,30.4277612356005,30.6603160304393,30.4497554942701,30.2571732513247,30.3704749524999,30.6235172787297,30.3763088822792,30.3291543618,30.1872309304474,30.4011100738685,30.4760167747357,30.5112360731977,30.5865070830764,30.4831202689159,30.6607992426112,30.6691931340625,30.666232561388,30.6119365226476,30.0466712251135,30.5435176109234,30.5208749057707,30.4753875257655,30.5000682567729,30.2690471054976,30.4763488689158
