Checked,Molecular Weight,RT [min],FWHM [min],Max. # MI,# Adducts,Area,Study File ID,Sample,"WT,RT",Checked,Molecular Weight,RT [min],FWHM [min],Max. # MI,# Adducts,Area,Study File ID,Sample,"WT,RT",Enrichment
TRUE,324.27675,11.996,0.08,3,3,377621294.8,F41,NOT,"324.27675,11.996",TRUE,324.27675,11.996,0.081,3,3,535456037.1,F30,LEN,"324.27675,11.996",1.417970979
TRUE,246.11032,12.035,0.09,2,1,27858660.08,F36,NOT,"246.11032,12.035",TRUE,246.11032,12.035,0.105,2,1,35904312.93,F27,LEN,"246.11032,12.035",1.288802578
TRUE,121.09942,12.104,0.077,2,2,107692615,F43,NOT,"121.09942,12.104",TRUE,121.09942,12.104,0.077,3,2,243692476.5,F32,LEN,"121.09942,12.104",2.262852253
TRUE,199.15678,12.107,0.097,2,2,122599083.1,F41,NOT,"199.15678,12.107",TRUE,199.15678,12.107,0.107,2,2,122402175,F30,LEN,"199.15678,12.107",0.998393886
TRUE,195.1982,12.126,0.087,2,1,12720969.52,F45,NOT,"195.1982,12.126",TRUE,195.1982,12.126,0.088,2,1,15477051.95,F32,LEN,"195.1982,12.126",1.216656633
TRUE,186.05256,12.149,0.078,3,4,286773482.5,F40,NOT,"186.05256,12.149",TRUE,186.05256,12.149,0.082,3,2,393566037.1,F27,LEN,"186.05256,12.149",1.372393408
TRUE,661.424,12.156,0.084,3,1,27969878.56,F39,NOT,"661.424,12.156",TRUE,661.424,12.156,0.089,3,3,67598081.87,F26,LEN,"661.424,12.156",2.416817139
TRUE,366.32356,12.167,0.148,2,1,13142825.32,F44,NOT,"366.32356,12.167",TRUE,366.32356,12.167,0.124,2,1,19463298.88,F32,LEN,"366.32356,12.167",1.480906761
TRUE,344.03374,12.168,0.092,3,1,56294187.96,F41,NOT,"344.03374,12.168",TRUE,344.03374,12.168,0.087,3,1,60693011.63,F34,LEN,"344.03374,12.168",1.078139926
TRUE,378.05376,12.171,0.09,2,1,11548605.99,F39,NOT,"378.05376,12.171",TRUE,378.05376,12.171,0.091,2,1,7586863.758,F28,LEN,"378.05376,12.171",0.656950611
TRUE,283.02825,12.179,0.132,3,1,56148697.59,F39,NOT,"283.02825,12.179",TRUE,283.02825,12.179,0.122,3,1,43588876.41,F26,LEN,"283.02825,12.179",0.776311442
TRUE,183.16187,12.192,0.075,2,2,39203994.62,F43,NOT,"183.16187,12.192",TRUE,183.16187,12.192,0.073,2,2,45439363.5,F32,LEN,"183.16187,12.192",1.159049325
TRUE,295.17497,12.201,0.085,2,1,24212879.38,F41,NOT,"295.17497,12.201",TRUE,295.17497,12.201,0.081,2,1,37131075.06,F32,LEN,"295.17497,12.201",1.533525793
TRUE,295.17531,12.201,0.087,2,1,17718136.93,F36,NOT,"295.17531,12.201",TRUE,295.17531,12.201,0.07,2,1,25864478.76,F27,LEN,"295.17531,12.201",1.459774177
TRUE,319.19972,12.205,0.087,2,1,30392088.57,F37,NOT,"319.19972,12.205",TRUE,319.19972,12.205,0.087,2,1,28755735.92,F28,LEN,"319.19972,12.205",0.946158598
TRUE,217.16765,12.233,0.079,2,1,7989512.894,F37,NOT,"217.16765,12.233",TRUE,217.16765,12.233,0.067,2,1,13766746.93,F1,LEN,"217.16765,12.233",1.723102161
TRUE,575.38738,12.248,0.082,2,1,12772998.27,F39,NOT,"575.38738,12.248",TRUE,575.38738,12.248,0.086,3,1,23043723.97,F26,LEN,"575.38738,12.248",1.804096695
TRUE,359.19319,12.261,0.091,2,1,20890036.84,F42,NOT,"359.19319,12.261",TRUE,359.19319,12.261,0.109,2,1,8463446.105,F33,LEN,"359.19319,12.261",0.405142708
TRUE,230.05781,12.266,0.115,2,1,31016127.8,F37,NOT,"230.05781,12.266",TRUE,230.05781,12.266,0.096,2,1,30593407.45,F29,LEN,"230.05781,12.266",0.98637095
TRUE,212.14073,12.339,0.143,2,3,86726214.85,F43,NOT,"212.14073,12.339",TRUE,212.14073,12.339,0.149,2,3,281735377,F33,LEN,"212.14073,12.339",3.248560744
TRUE,294.10817,12.357,0.082,2,1,56964814.69,F40,NOT,"294.10817,12.357",TRUE,294.10817,12.357,0.05,2,1,21674295.78,F1,LEN,"294.10817,12.357",0.380485672
TRUE,170.05772,12.361,0.077,2,2,56272658.12,F39,NOT,"170.05772,12.361",TRUE,170.05772,12.361,0.071,1,2,69560439.36,F27,LEN,"170.05772,12.361",1.236132105
TRUE,272.12515,12.364,0.07,3,4,958610655.5,F42,NOT,"272.12515,12.364",TRUE,272.12515,12.364,0.068,2,2,275575004.9,F33,LEN,"272.12515,12.364",0.287473338
TRUE,437.3243,12.38,0.093,2,1,15078046.99,F44,NOT,"437.3243,12.38",TRUE,437.3243,12.38,0.093,2,1,18485698.52,F33,LEN,"437.3243,12.38",1.226000856
TRUE,218.13045,12.398,0.075,3,1,339570565,F36,NOT,"218.13045,12.398",TRUE,218.13045,12.398,0.075,3,1,233709022,F26,LEN,"218.13045,12.398",0.688248765
TRUE,176.08344,12.411,0.077,2,2,183631144.9,F40,NOT,"176.08344,12.411",TRUE,176.08344,12.411,0.075,3,3,252436108.1,F28,LEN,"176.08344,12.411",1.374691141
TRUE,351.02556,12.427,0.095,4,1,10406551.27,F37,NOT,"351.02556,12.427",TRUE,351.02556,12.427,0.095,3,1,17372067.9,F29,LEN,"351.02556,12.427",1.669339577
TRUE,476.13496,12.434,0.075,3,1,6762188.606,F40,NOT,"476.13496,12.434",TRUE,476.13496,12.434,0.062,2,1,10948360.33,F27,LEN,"476.13496,12.434",1.619055748
TRUE,132.04228,12.436,0.081,2,2,274239475.9,F41,NOT,"132.04228,12.436",TRUE,132.04228,12.436,0.096,3,2,429838904.6,F30,LEN,"132.04228,12.436",1.567385232
TRUE,389.04118,12.472,0.094,3,1,35659513.91,F38,NOT,"389.04118,12.472",TRUE,389.04118,12.472,0.094,2,1,22912180.48,F28,LEN,"389.04118,12.472",0.642526439
TRUE,110.07223,12.475,0.104,1,2,55248742.18,F42,NOT,"110.07223,12.475",TRUE,110.07223,12.475,0.11,2,2,23337110.22,F33,LEN,"110.07223,12.475",0.422400752
TRUE,108.05757,12.477,0.083,2,1,168431071.7,F41,NOT,"108.05757,12.477",TRUE,108.05757,12.477,0.094,2,1,304134164.3,F33,LEN,"108.05757,12.477",1.805689183
TRUE,228.13605,12.48,0.108,2,1,39779956.65,F37,NOT,"228.13605,12.48",TRUE,228.13605,12.48,0.087,3,2,200192574.2,F25,LEN,"228.13605,12.48",5.032498551
TRUE,244.13101,12.482,0.101,2,1,58886193.07,F39,NOT,"244.13101,12.482",TRUE,244.13101,12.482,0.095,2,1,80629292.3,F28,LEN,"244.13101,12.482",1.369239343
TRUE,383.05498,12.482,0.079,3,1,28903839.32,F39,NOT,"383.05498,12.482",TRUE,383.05498,12.482,0.086,3,1,32681085.19,F25,LEN,"383.05498,12.482",1.130683188
TRUE,453.35585,12.487,0.091,2,1,17042754.8,F39,NOT,"453.35585,12.487",TRUE,453.35585,12.487,0.093,2,1,24109727.27,F27,LEN,"453.35585,12.487",1.414661394
TRUE,342.16801,12.5,0.108,2,1,86478531.96,F39,NOT,"342.16801,12.5",TRUE,342.16801,12.5,0.068,2,1,24203916.33,F1,LEN,"342.16801,12.5",0.279883525
TRUE,274.14183,12.503,0.124,2,1,12115859.46,F40,NOT,"274.14183,12.503",TRUE,274.14183,12.503,0.118,2,1,13298977.73,F29,LEN,"274.14183,12.503",1.097650379
TRUE,595.28258,12.504,0.082,2,1,14157863.29,F44,NOT,"595.28258,12.504",TRUE,595.28258,12.504,0.077,2,1,15307821.96,F32,LEN,"595.28258,12.504",1.081224027
TRUE,256.04921,12.511,0.096,2,1,16084852.5,F41,NOT,"256.04921,12.511",TRUE,256.04921,12.511,0.103,2,1,16608071.67,F33,LEN,"256.04921,12.511",1.032528689
TRUE,466.34014,12.518,0.113,2,1,15297687.9,F38,NOT,"466.34014,12.518",TRUE,466.34014,12.518,0.116,2,1,17557471.19,F27,LEN,"466.34014,12.518",1.147720577
TRUE,234.12506,12.52,0.088,2,1,24734712.85,F42,NOT,"234.12506,12.52",TRUE,234.12506,12.52,0.077,2,1,28069324.71,F33,LEN,"234.12506,12.52",1.134815063
TRUE,234.12506,12.52,0.074,2,1,17374144.1,F45,NOT,"234.12506,12.52",TRUE,234.12506,12.52,0.077,2,1,28069324.71,F33,LEN,"234.12506,12.52",1.615580287
TRUE,426.3463,12.522,0.112,3,1,86868299.17,F35,NOT,"426.3463,12.522",TRUE,426.3463,12.522,0.116,3,1,198837548.7,F27,LEN,"426.3463,12.522",2.28895409
TRUE,313.15196,12.522,0.081,3,1,86181928.34,F38,NOT,"313.15196,12.522",TRUE,313.15196,12.522,0.076,2,2,89732504.88,F26,LEN,"313.15196,12.522",1.04119862
TRUE,426.34605,12.524,0.102,3,1,291457987.3,F42,NOT,"426.34605,12.524",TRUE,426.34605,12.524,0.119,3,1,186462145.3,F33,LEN,"426.34605,12.524",0.639756512
TRUE,622.28407,12.541,0.089,2,1,11380910.94,F41,NOT,"622.28407,12.541",TRUE,622.28407,12.541,0.079,2,1,8098076.934,F32,LEN,"622.28407,12.541",0.7115491
TRUE,143.13083,12.542,0.092,2,1,17120189.81,F39,NOT,"143.13083,12.542",TRUE,143.13083,12.542,0.089,2,1,27557565.15,F27,LEN,"143.13083,12.542",1.609653015
TRUE,156.07839,12.567,0.068,2,2,536435273.8,F42,NOT,"156.07839,12.567",TRUE,156.07839,12.567,0.085,2,2,307734982.6,F33,LEN,"156.07839,12.567",0.573666568
TRUE,202.15655,12.568,0.164,2,1,44940711.43,F35,NOT,"202.15655,12.568",TRUE,202.15655,12.568,0.166,2,1,54739970.61,F25,LEN,"202.15655,12.568",1.218048599
TRUE,346.16292,12.577,0.163,2,1,19377903.18,F38,NOT,"346.16292,12.577",TRUE,346.16292,12.577,0.175,2,1,26461413.68,F27,LEN,"346.16292,12.577",1.365545768
TRUE,118.0419,12.585,0.079,2,1,35348274.08,F40,NOT,"118.0419,12.585",TRUE,118.0419,12.585,0.068,2,1,38278965.63,F28,LEN,"118.0419,12.585",1.082909042
TRUE,184.07295,12.593,0.198,2,1,84038968.58,F43,NOT,"184.07295,12.593",TRUE,184.07295,12.593,0.19,3,1,199530197.7,F33,LEN,"184.07295,12.593",2.37425805
TRUE,226.15664,12.627,0.117,2,1,32852314.43,F41,NOT,"226.15664,12.627",TRUE,226.15664,12.627,0.123,2,1,31300863.94,F30,LEN,"226.15664,12.627",0.952775002
TRUE,214.15646,12.631,0.09,2,1,18128589.83,F41,NOT,"214.15646,12.631",TRUE,214.15646,12.631,0.082,2,1,20107847.06,F32,LEN,"214.15646,12.631",1.109178775
TRUE,497.12159,12.632,0.095,3,1,239613233.1,F39,NOT,"497.12159,12.632",TRUE,497.12159,12.632,0.09,4,1,225357239.5,F29,LEN,"497.12159,12.632",0.940504147
TRUE,351.16377,12.637,0.076,3,1,8737427.431,F39,NOT,"351.16377,12.637",TRUE,351.16377,12.637,0.069,3,1,8670279.121,F27,LEN,"351.16377,12.637",0.992314865
TRUE,502.16224,12.653,0.066,2,1,33569064.33,F37,NOT,"502.16224,12.653",TRUE,502.16224,12.653,0.117,2,1,100916915,F26,LEN,"502.16224,12.653",3.006247479
TRUE,342.16807,12.655,0.132,4,1,176977899.2,F36,NOT,"342.16807,12.655",TRUE,342.16807,12.655,0.105,2,1,97407479.08,F29,LEN,"342.16807,12.655",0.550393464
TRUE,438.05748,12.663,0.085,4,1,54444838.24,F41,NOT,"438.05748,12.663",TRUE,438.05748,12.663,0.083,6,1,55705943.13,F33,LEN,"438.05748,12.663",1.023162984
TRUE,150.06729,12.666,0.079,2,1,61180722.02,F40,NOT,"150.06729,12.666",TRUE,150.06729,12.666,0.104,2,1,13706963.24,F1,LEN,"150.06729,12.666",0.22404056
TRUE,392.12666,12.667,0.095,4,1,20480778.97,F40,NOT,"392.12666,12.667",TRUE,392.12666,12.667,0.113,4,1,18159257.98,F29,LEN,"392.12666,12.667",0.886648794
TRUE,184.1458,12.682,0.083,2,1,10227805.2,F44,NOT,"184.1458,12.682",TRUE,184.1458,12.682,0.083,2,1,13572878.34,F27,LEN,"184.1458,12.682",1.32705679
TRUE,358.06917,12.684,0.085,2,1,9566174.276,F44,NOT,"358.06917,12.684",TRUE,358.06917,12.684,0.087,2,1,9425141.472,F27,LEN,"358.06917,12.684",0.985257136
TRUE,412.32961,12.75,0.118,3,1,94288373.77,F36,NOT,"412.32961,12.75",TRUE,412.32961,12.75,0.106,2,1,27927325.19,F1,LEN,"412.32961,12.75",0.296190549
TRUE,418.16334,12.75,0.099,3,2,48289763.96,F44,NOT,"418.16334,12.75",TRUE,418.16334,12.75,0.092,3,2,29810933.05,F29,LEN,"418.16334,12.75",0.617334412
TRUE,305.27132,12.755,0.087,2,1,13597349.36,F39,NOT,"305.27132,12.755",TRUE,305.27132,12.755,0.088,2,1,24691810.64,F25,LEN,"305.27132,12.755",1.815928236
TRUE,305.27101,12.756,0.094,2,1,14565234.16,F44,NOT,"305.27101,12.756",TRUE,305.27101,12.756,0.072,2,1,12352852.37,F33,LEN,"305.27101,12.756",0.848105306
TRUE,300.19368,12.839,0.119,2,1,32026389.29,F41,NOT,"300.19368,12.839",TRUE,300.19368,12.839,0.063,2,1,14973914.06,F34,LEN,"300.19368,12.839",0.467549243
TRUE,845.46105,12.912,0.082,2,1,11440503.47,F38,NOT,"845.46105,12.912",TRUE,845.46105,12.912,0.075,2,1,11046881.12,F27,LEN,"845.46105,12.912",0.965593966
TRUE,189.95837,12.927,0.177,5,1,147073422.7,F35,NOT,"189.95837,12.927",TRUE,189.95837,12.927,0.104,5,1,90237140.49,F29,LEN,"189.95837,12.927",0.613551645
TRUE,126.03068,12.95,0.081,3,1,151893559.6,F45,NOT,"126.03068,12.95",TRUE,126.03068,12.95,0.076,3,1,248539464.3,F33,LEN,"126.03068,12.95",1.636273881
TRUE,126.03169,12.953,0.088,3,3,2784270503,F38,NOT,"126.03169,12.953",TRUE,126.03169,12.953,0.085,3,3,3007168824,F27,LEN,"126.03169,12.953",1.080056274
TRUE,144.04207,12.953,0.086,3,1,171729193.9,F39,NOT,"144.04207,12.953",TRUE,144.04207,12.953,0.083,3,1,180687229.9,F28,LEN,"144.04207,12.953",1.052163734
TRUE,144.04218,12.954,0.081,3,1,165698600.8,F36,NOT,"144.04218,12.954",TRUE,144.04218,12.954,0.089,3,1,142101787.9,F25,LEN,"144.04218,12.954",0.85759196
TRUE,357.03938,12.959,0.089,3,1,30640307.65,F37,NOT,"357.03938,12.959",TRUE,357.03938,12.959,0.111,3,1,44678109.89,F25,LEN,"357.03938,12.959",1.458148214
TRUE,256.1303,12.984,0.138,2,1,13130216.68,F44,NOT,"256.1303,12.984",TRUE,256.1303,12.984,0.143,2,1,21946769,F34,LEN,"256.1303,12.984",1.671470436
TRUE,646.45656,12.987,0.043,2,1,14220307.43,F35,NOT,"646.45656,12.987",TRUE,646.45656,12.987,0.064,3,1,47662989.18,F28,LEN,"646.45656,12.987",3.351755186
TRUE,314.1104,13.046,0.101,2,1,9035310.788,F38,NOT,"314.1104,13.046",TRUE,314.1104,13.046,0.075,2,1,8964481.834,F27,LEN,"314.1104,13.046",0.992160872
TRUE,179.09441,13.114,0.103,2,1,56786415.16,F38,NOT,"179.09441,13.114",TRUE,179.09441,13.114,0.098,2,1,98423795.9,F25,LEN,"179.09441,13.114",1.733227844
TRUE,211.15668,13.127,0.086,2,1,9472938.677,F44,NOT,"211.15668,13.127",TRUE,211.15668,13.127,0.083,2,1,8007005.237,F33,LEN,"211.15668,13.127",0.845250403
TRUE,565.40825,13.135,0.135,2,1,14594089.83,F38,NOT,"565.40825,13.135",TRUE,565.40825,13.135,0.133,2,1,19509650.26,F27,LEN,"565.40825,13.135",1.336818567
TRUE,525.34187,13.142,0.078,2,1,9860847.807,F38,NOT,"525.34187,13.142",TRUE,525.34187,13.142,0.083,2,1,11928599.8,F27,LEN,"525.34187,13.142",1.209693125
TRUE,462.34502,13.144,0.081,3,1,139905868.1,F38,NOT,"462.34502,13.144",TRUE,462.34502,13.144,0.083,3,1,165251283.6,F27,LEN,"462.34502,13.144",1.181160489
TRUE,462.34453,13.145,0.082,3,1,75611448.58,F41,NOT,"462.34453,13.145",TRUE,462.34453,13.145,0.08,3,1,110307241.5,F32,LEN,"462.34453,13.145",1.45886957
TRUE,339.20394,13.157,0.076,2,1,12269626.36,F37,NOT,"339.20394,13.157",TRUE,339.20394,13.157,0.076,2,1,59647066.08,F29,LEN,"339.20394,13.157",4.861359615
TRUE,454.33934,13.179,0.104,2,1,13541780.39,F41,NOT,"454.33934,13.179",TRUE,454.33934,13.179,0.115,2,1,22733401.16,F32,LEN,"454.33934,13.179",1.678760141
TRUE,228.17208,13.222,0.092,3,1,207288054.4,F40,NOT,"228.17208,13.222",TRUE,228.17208,13.222,0.09,2,1,167481285.6,F28,LEN,"228.17208,13.222",0.807964
TRUE,192.15123,13.223,0.09,3,2,231883706.3,F37,NOT,"192.15123,13.223",TRUE,192.15123,13.223,0.097,3,2,175441163.5,F26,LEN,"192.15123,13.223",0.756591165
TRUE,227.18822,13.224,0.093,3,5,2534075534,F38,NOT,"227.18822,13.224",TRUE,227.18822,13.224,0.095,4,6,2695191936,F26,LEN,"227.18822,13.224",1.063579952
TRUE,192.15104,13.226,0.097,3,2,261839924.7,F43,NOT,"192.15104,13.226",TRUE,192.15104,13.226,0.094,2,2,191407821.9,F33,LEN,"192.15104,13.226",0.731010835
TRUE,240.11423,13.249,0.076,2,1,59334671.88,F42,NOT,"240.11423,13.249",TRUE,240.11423,13.249,0.074,2,1,43633484.7,F34,LEN,"240.11423,13.249",0.73537922
TRUE,336.15383,13.285,0.14,2,1,260242124.7,F44,NOT,"336.15383,13.285",TRUE,336.15383,13.285,0.14,3,1,439760166.7,F34,LEN,"336.15383,13.285",1.689811621
TRUE,460.10338,13.311,0.115,5,1,74086319.03,F42,NOT,"460.10338,13.311",TRUE,460.10338,13.311,0.119,4,1,36036430.45,F33,LEN,"460.10338,13.311",0.486411404
TRUE,222.05579,13.316,0.07,4,1,168748731.1,F45,NOT,"222.05579,13.316",TRUE,222.05579,13.316,0.07,3,1,163284603.4,F32,LEN,"222.05579,13.316",0.967619741
TRUE,399.1508,13.316,0.142,2,1,22554384.95,F36,NOT,"399.1508,13.316",TRUE,399.1508,13.316,0.101,2,1,22285590.14,F29,LEN,"399.1508,13.316",0.98808237
TRUE,296.16158,13.319,0.111,3,1,1361850924,F42,NOT,"296.16158,13.319",TRUE,296.16158,13.319,0.111,3,1,667260941.5,F34,LEN,"296.16158,13.319",0.489966214
TRUE,254.15135,13.397,0.07,3,4,601721418.7,F40,NOT,"254.15135,13.397",TRUE,254.15135,13.397,0.066,3,5,912790170.1,F28,LEN,"254.15135,13.397",1.516964731
TRUE,166.13565,13.398,0.099,2,1,23000392.04,F36,NOT,"166.13565,13.398",TRUE,166.13565,13.398,0.083,2,1,22725295.98,F25,LEN,"166.13565,13.398",0.988039506
TRUE,204.11472,13.427,0.065,2,1,25505559.91,F39,NOT,"204.11472,13.427",TRUE,204.11472,13.427,0.071,2,1,22819321.13,F29,LEN,"204.11472,13.427",0.894680266
TRUE,269.16257,13.441,0.108,3,3,362403530.3,F42,NOT,"269.16257,13.441",TRUE,269.16257,13.441,0.117,2,3,119885621.3,F30,LEN,"269.16257,13.441",0.330806991
TRUE,337.261,13.492,0.061,3,1,208521917.2,F38,NOT,"337.261,13.492",TRUE,337.261,13.492,0.067,3,1,339070438.6,F27,LEN,"337.261,13.492",1.626066186
TRUE,337.261,13.492,0.064,2,1,69921600.86,F40,NOT,"337.261,13.492",TRUE,337.261,13.492,0.067,3,1,339070438.6,F27,LEN,"337.261,13.492",4.849294559
TRUE,330.11024,13.51,0.05,2,1,13423272.36,F41,NOT,"330.11024,13.51",TRUE,330.11024,13.51,0.078,2,1,19204161.47,F33,LEN,"330.11024,13.51",1.430661686
TRUE,710.27176,13.511,0.065,2,1,17225995.05,F41,NOT,"710.27176,13.511",TRUE,710.27176,13.511,0.066,2,1,9356419.312,F33,LEN,"710.27176,13.511",0.543156972
TRUE,327.20375,13.513,0.097,2,1,15170767.34,F45,NOT,"327.20375,13.513",TRUE,327.20375,13.513,0.09,2,1,18355879.02,F30,LEN,"327.20375,13.513",1.209950598
TRUE,700.2211,13.518,0.074,7,1,1101584658,F44,NOT,"700.2211,13.518",TRUE,700.2211,13.518,0.075,6,1,580850454.1,F32,LEN,"700.2211,13.518",0.52728626
TRUE,718.2609,13.518,0.069,2,1,22341292.81,F45,NOT,"718.2609,13.518",TRUE,718.2609,13.518,0.063,2,1,29572882.55,F34,LEN,"718.2609,13.518",1.323687165
TRUE,694.30586,13.519,0.075,4,1,122024155.7,F35,NOT,"694.30586,13.519",TRUE,694.30586,13.519,0.047,3,1,39031244.99,F1,LEN,"694.30586,13.519",0.319864905
TRUE,482.33449,13.562,0.08,2,1,16061417.82,F44,NOT,"482.33449,13.562",TRUE,482.33449,13.562,0.08,2,1,35160024.85,F34,LEN,"482.33449,13.562",2.18909845
TRUE,212.14067,13.602,0.066,2,1,12937757.15,F45,NOT,"212.14067,13.602",TRUE,212.14067,13.602,0.069,2,1,13832398.92,F32,LEN,"212.14067,13.602",1.06914968
TRUE,206.094,13.604,0.107,2,1,162449949.7,F39,NOT,"206.094,13.604",TRUE,206.094,13.604,0.116,2,1,123585268,F29,LEN,"206.094,13.604",0.760759041
TRUE,206.09392,13.605,0.107,2,1,226332146.9,F38,NOT,"206.09392,13.605",TRUE,206.09392,13.605,0.098,2,1,212805391.6,F28,LEN,"206.09392,13.605",0.940234936
TRUE,127.05463,13.605,0.119,2,1,49826911.43,F44,NOT,"127.05463,13.605",TRUE,127.05463,13.605,0.134,2,1,76547864.33,F34,LEN,"127.05463,13.605",1.536275521
TRUE,142.07793,13.606,0.11,2,1,49791957.97,F44,NOT,"142.07793,13.606",TRUE,142.07793,13.606,0.111,2,1,48728168.35,F32,LEN,"142.07793,13.606",0.978635313
TRUE,389.16878,13.607,0.097,2,1,27934411.05,F35,NOT,"389.16878,13.607",TRUE,389.16878,13.607,0.092,2,1,37846427.89,F29,LEN,"389.16878,13.607",1.354831782
TRUE,114.06705,13.608,0.103,2,1,15356214.96,F45,NOT,"114.06705,13.608",TRUE,114.06705,13.608,0.106,2,1,17835023.1,F30,LEN,"114.06705,13.608",1.161420516
TRUE,194.05745,13.61,0.066,2,2,46648005.73,F43,NOT,"194.05745,13.61",TRUE,194.05745,13.61,0.065,2,2,101943911.4,F32,LEN,"194.05745,13.61",2.185386273
TRUE,241.09831,13.614,0.108,3,1,41126647.36,F44,NOT,"241.09831,13.614",TRUE,241.09831,13.614,0.106,2,1,30599599.55,F32,LEN,"241.09831,13.614",0.744033407
TRUE,241.09859,13.616,0.115,2,1,44366106.87,F38,NOT,"241.09859,13.616",TRUE,241.09859,13.616,0.11,2,1,39041918.8,F28,LEN,"241.09859,13.616",0.879994247
TRUE,145.11745,13.624,0.06,2,1,201590270.3,F38,NOT,"145.11745,13.624",TRUE,145.11745,13.624,0.065,2,1,165773976.8,F28,LEN,"145.11745,13.624",0.822331239
TRUE,268.07494,13.628,0.078,3,1,42030259.91,F36,NOT,"268.07494,13.628",TRUE,268.07494,13.628,0.087,5,1,71115940.81,F26,LEN,"268.07494,13.628",1.692017631
TRUE,465.23924,13.628,0.055,2,1,6957900.773,F45,NOT,"465.23924,13.628",TRUE,465.23924,13.628,0.047,2,1,8362965.266,F32,LEN,"465.23924,13.628",1.201937989
TRUE,181.11004,13.631,0.09,2,3,278252472.3,F38,NOT,"181.11004,13.631",TRUE,181.11004,13.631,0.09,2,3,289728572.5,F27,LEN,"181.11004,13.631",1.04124348
TRUE,314.13685,13.643,0.102,2,1,114688160.2,F38,NOT,"314.13685,13.643",TRUE,314.13685,13.643,0.105,2,1,60627877.72,F29,LEN,"314.13685,13.643",0.528632403
TRUE,451.20561,13.651,0.137,2,1,40940790.61,F45,NOT,"451.20561,13.651",TRUE,451.20561,13.651,0.133,3,1,40082338.43,F33,LEN,"451.20561,13.651",0.979031861
TRUE,577.36201,13.657,0.048,2,1,31342853.91,F38,NOT,"577.36201,13.657",TRUE,577.36201,13.657,0.046,2,1,17069089.38,F28,LEN,"577.36201,13.657",0.544592698
TRUE,309.26579,13.658,0.063,2,1,29076628.5,F45,NOT,"309.26579,13.658",TRUE,309.26579,13.658,0.061,2,1,37149999.96,F32,LEN,"309.26579,13.658",1.277658445
TRUE,243.25586,13.664,0.141,2,1,38748576.05,F36,NOT,"243.25586,13.664",TRUE,243.25586,13.664,0.097,2,1,15068494.3,F1,LEN,"243.25586,13.664",0.388878659
TRUE,220.10942,13.668,0.06,2,3,78072165.06,F41,NOT,"220.10942,13.668",TRUE,220.10942,13.668,0.066,2,2,100228397.1,F34,LEN,"220.10942,13.668",1.283791695
TRUE,218.17769,13.668,0.108,2,1,28757873.66,F43,NOT,"218.17769,13.668",TRUE,218.17769,13.668,0.104,2,1,55276036.04,F33,LEN,"218.17769,13.668",1.922118328
TRUE,182.05772,13.67,0.063,2,2,232310574.5,F38,NOT,"182.05772,13.67",TRUE,182.05772,13.67,0.064,2,2,140377638.5,F28,LEN,"182.05772,13.67",0.604267106
TRUE,237.11255,13.672,0.065,3,1,267014223.1,F44,NOT,"237.11255,13.672",TRUE,237.11255,13.672,0.065,2,1,334280097.3,F28,LEN,"237.11255,13.672",1.251918693
TRUE,222.16162,13.672,0.067,2,1,146450812.4,F38,NOT,"222.16162,13.672",TRUE,222.16162,13.672,0.068,2,1,85149236.56,F28,LEN,"222.16162,13.672",0.58141867
TRUE,221.15391,13.673,0.064,3,1,326768579,F38,NOT,"221.15391,13.673",TRUE,221.15391,13.673,0.064,2,1,102010428,F29,LEN,"221.15391,13.673",0.312179428
TRUE,294.18315,13.674,0.064,3,1,639554238.2,F41,NOT,"294.18315,13.674",TRUE,294.18315,13.674,0.063,4,1,612490596.1,F33,LEN,"294.18315,13.674",0.957683586
TRUE,237.11265,13.675,0.064,3,1,190447242.6,F36,NOT,"237.11265,13.675",TRUE,237.11265,13.675,0.065,3,1,95053535.61,F26,LEN,"237.11265,13.675",0.499106914
TRUE,196.18231,13.696,0.054,2,2,30280119.27,F42,NOT,"196.18231,13.696",TRUE,196.18231,13.696,0.076,2,1,12876038.43,F30,LEN,"196.18231,13.696",0.42523077
TRUE,138.06807,13.715,0.09,2,2,589457972.8,F38,NOT,"138.06807,13.715",TRUE,138.06807,13.715,0.097,3,2,352040344,F29,LEN,"138.06807,13.715",0.597227216
TRUE,240.13569,13.724,0.06,3,3,2051978617,F38,NOT,"240.13569,13.724",TRUE,240.13569,13.724,0.069,4,4,1295052967,F29,LEN,"240.13569,13.724",0.631124007
TRUE,110.07321,13.726,0.063,2,1,91066508.76,F44,NOT,"110.07321,13.726",TRUE,110.07321,13.726,0.057,2,1,114565256.7,F30,LEN,"110.07321,13.726",1.258039407
TRUE,110.07328,13.728,0.058,2,1,99814263.8,F39,NOT,"110.07328,13.728",TRUE,110.07328,13.728,0.062,2,1,76813310.38,F29,LEN,"110.07328,13.728",0.76956246
TRUE,308.17375,13.729,0.104,2,1,8430625.61,F44,NOT,"308.17375,13.729",TRUE,308.17375,13.729,0.11,2,1,8820301.704,F30,LEN,"308.17375,13.729",1.046221492
TRUE,440.23979,13.744,0.091,2,1,10597279.04,F41,NOT,"440.23979,13.744",TRUE,440.23979,13.744,0.09,2,1,11015136.64,F30,LEN,"440.23979,13.744",1.03943065
TRUE,375.25265,13.749,0.06,2,1,9247844.204,F41,NOT,"375.25265,13.749",TRUE,375.25265,13.749,0.059,1,1,7359240.502,F27,LEN,"375.25265,13.749",0.795779031
