Checked,Molecular Weight,RT [min],FWHM [min],Max. # MI,# Adducts,Area,Study File ID,Sample,"WT,RT",Checked,Molecular Weight,RT [min],FWHM [min],Max. # MI,# Adducts,Area,Study File ID,Sample,"WT,RT",Enrichment
TRUE,342.20445,13.757,0.108,2,1,29736413.97,F37,NOT,"342.20445,13.757",TRUE,342.20445,13.757,0.105,3,1,198272602.3,F29,LEN,"342.20445,13.757",6.667670234
TRUE,276.17283,13.769,0.146,2,1,16945475.29,F38,NOT,"276.17283,13.769",TRUE,276.17283,13.769,0.133,2,1,16425453.29,F27,LEN,"276.17283,13.769",0.969312044
TRUE,342.07546,13.783,0.062,3,1,36306856.57,F41,NOT,"342.07546,13.783",TRUE,342.07546,13.783,0.077,3,2,281763338.2,F34,LEN,"342.07546,13.783",7.76060956
TRUE,302.13048,13.784,0.073,3,1,33459132.17,F36,NOT,"302.13048,13.784",TRUE,302.13048,13.784,0.08,2,1,32801236.77,F1,LEN,"302.13048,13.784",0.980337344
TRUE,238.11994,13.786,0.073,3,2,236915776,F41,NOT,"238.11994,13.786",TRUE,238.11994,13.786,0.074,3,2,284550551.4,F32,LEN,"238.11994,13.786",1.201062066
TRUE,287.20876,13.787,0.078,2,1,28379798.38,F45,NOT,"287.20876,13.787",TRUE,287.20876,13.787,0.087,2,1,624124411.6,F34,LEN,"287.20876,13.787",21.99185502
TRUE,312.19316,13.788,0.083,2,3,87242668.79,F37,NOT,"312.19316,13.788",TRUE,312.19316,13.788,0.085,3,3,653191088.4,F25,LEN,"312.19316,13.788",7.487059915
TRUE,192.11457,13.788,0.089,2,2,74518658.37,F43,NOT,"192.11457,13.788",TRUE,192.11457,13.788,0.074,2,2,102191854.2,F33,LEN,"192.11457,13.788",1.371359287
TRUE,538.22116,13.79,0.057,2,1,148088594.1,F42,NOT,"538.22116,13.79",TRUE,538.22116,13.79,0.05,3,1,121165585.3,F32,LEN,"538.22116,13.79",0.818196607
TRUE,353.07927,13.79,0.056,3,1,35875694.46,F44,NOT,"353.07927,13.79",TRUE,353.07927,13.79,0.058,3,1,25924650.7,F33,LEN,"353.07927,13.79",0.722624359
TRUE,189.06183,13.796,0.055,2,1,40526256.46,F40,NOT,"189.06183,13.796",TRUE,189.06183,13.796,0.084,3,1,168182658,F25,LEN,"189.06183,13.796",4.149967766
TRUE,554.3557,13.8,0.083,2,1,15359937.57,F45,NOT,"554.3557,13.8",TRUE,554.3557,13.8,0.081,2,1,32521522.13,F27,LEN,"554.3557,13.8",2.117295203
TRUE,363.16621,13.802,0.098,2,1,26967844.35,F38,NOT,"363.16621,13.802",TRUE,363.16621,13.802,0.092,2,1,22118056.8,F25,LEN,"363.16621,13.802",0.820164063
TRUE,311.17245,13.819,0.074,1,2,66165907.81,F42,NOT,"311.17245,13.819",TRUE,311.17245,13.819,0.073,1,2,36667946.66,F34,LEN,"311.17245,13.819",0.554181872
TRUE,446.15816,13.825,0.07,2,1,26149398.6,F37,NOT,"446.15816,13.825",TRUE,446.15816,13.825,0.08,2,1,23190088.32,F27,LEN,"446.15816,13.825",0.886830656
TRUE,124.10006,13.844,0.057,2,1,51720610.71,F40,NOT,"124.10006,13.844",TRUE,124.10006,13.844,0.06,2,1,63697648.11,F25,LEN,"124.10006,13.844",1.231571848
TRUE,463.20558,13.846,0.089,3,1,27235339.41,F41,NOT,"463.20558,13.846",TRUE,463.20558,13.846,0.091,3,1,36370373.74,F33,LEN,"463.20558,13.846",1.33541107
TRUE,906.36557,13.853,0.082,4,1,59235372.81,F44,NOT,"906.36557,13.853",TRUE,906.36557,13.853,0.102,3,1,33917015.65,F30,LEN,"906.36557,13.853",0.572580437
TRUE,224.06816,13.854,0.093,2,2,90912735.81,F40,NOT,"224.06816,13.854",TRUE,224.06816,13.854,0.082,2,2,85791114.67,F25,LEN,"224.06816,13.854",0.943664426
TRUE,335.14916,13.885,0.059,2,1,39577126.93,F42,NOT,"335.14916,13.885",TRUE,335.14916,13.885,0.061,2,1,11626105.06,F29,LEN,"335.14916,13.885",0.293758187
TRUE,386.1848,13.898,0.061,2,2,137837288.5,F41,NOT,"386.1848,13.898",TRUE,386.1848,13.898,0.059,3,2,107675397.5,F33,LEN,"386.1848,13.898",0.781177566
TRUE,387.22621,13.902,0.056,2,1,68688193.63,F38,NOT,"387.22621,13.902",TRUE,387.22621,13.902,0.056,2,1,79869482.73,F28,LEN,"387.22621,13.902",1.162783275
TRUE,382.24702,13.933,0.068,3,1,611760852.3,F42,NOT,"382.24702,13.933",TRUE,382.24702,13.933,0.065,2,1,176961140,F33,LEN,"382.24702,13.933",0.289265224
TRUE,204.11471,13.952,0.062,2,2,33707616.08,F39,NOT,"204.11471,13.952",TRUE,204.11471,13.952,0.085,2,2,24794579.71,F29,LEN,"204.11471,13.952",0.735577967
TRUE,364.23656,13.955,0.081,2,1,12521850.74,F44,NOT,"364.23656,13.955",TRUE,364.23656,13.955,0.079,3,1,204585825.2,F27,LEN,"364.23656,13.955",16.33830569
TRUE,255.21907,13.959,0.053,2,1,56326527.43,F42,NOT,"255.21907,13.959",TRUE,255.21907,13.959,0.058,2,1,77438852.9,F32,LEN,"255.21907,13.959",1.374820292
TRUE,301.15167,13.966,0.046,2,3,256646057.8,F42,NOT,"301.15167,13.966",TRUE,301.15167,13.966,0.05,2,3,311828966.2,F30,LEN,"301.15167,13.966",1.215015609
TRUE,106.0421,13.97,0.052,2,1,81757401.04,F35,NOT,"106.0421,13.97",TRUE,106.0421,13.97,0.057,2,1,164374916.7,F26,LEN,"106.0421,13.97",2.010520327
TRUE,162.03127,13.994,0.057,2,1,58576393.36,F45,NOT,"162.03127,13.994",TRUE,162.03127,13.994,0.055,2,1,62536321.83,F32,LEN,"162.03127,13.994",1.067602805
TRUE,162.03156,13.995,0.056,2,1,103642494.1,F35,NOT,"162.03156,13.995",TRUE,162.03156,13.995,0.053,2,1,121301064.5,F1,LEN,"162.03156,13.995",1.170379636
TRUE,299.20909,14.002,0.094,2,1,30112792.52,F40,NOT,"299.20909,14.002",TRUE,299.20909,14.002,0.108,2,1,38184666.75,F28,LEN,"299.20909,14.002",1.268054656
TRUE,230.15159,14.004,0.062,2,1,73821452.57,F42,NOT,"230.15159,14.004",TRUE,230.15159,14.004,0.064,2,1,47228449.8,F28,LEN,"230.15159,14.004",0.639765924
TRUE,415.25749,14.008,0.07,2,1,5959933.541,F44,NOT,"415.25749,14.008",TRUE,415.25749,14.008,0.064,2,1,91194504.42,F29,LEN,"415.25749,14.008",15.30126197
TRUE,180.07826,14.015,0.057,2,3,1306502951,F41,NOT,"180.07826,14.015",TRUE,180.07826,14.015,0.061,3,3,3582772570,F30,LEN,"180.07826,14.015",2.742261368
TRUE,316.18873,14.016,0.058,2,1,272643572.9,F43,NOT,"316.18873,14.016",TRUE,316.18873,14.016,0.057,2,1,530622675.9,F32,LEN,"316.18873,14.016",1.94621377
TRUE,381.11055,14.016,0.059,2,1,50588706.25,F43,NOT,"381.11055,14.016",TRUE,381.11055,14.016,0.074,2,1,38709410.08,F34,LEN,"381.11055,14.016",0.76517889
TRUE,381.11107,14.016,0.067,2,1,48359041.42,F38,NOT,"381.11107,14.016",TRUE,381.11107,14.016,0.07,2,1,43964166.18,F25,LEN,"381.11107,14.016",0.909119885
TRUE,222.16164,14.017,0.07,2,1,46050022.75,F39,NOT,"222.16164,14.017",TRUE,222.16164,14.017,0.061,2,1,56207370.99,F27,LEN,"222.16164,14.017",1.220572057
TRUE,401.1663,14.017,0.061,2,1,30446674.68,F35,NOT,"401.1663,14.017",TRUE,401.1663,14.017,0.065,2,1,47949620.51,F28,LEN,"401.1663,14.017",1.574872166
TRUE,208.146,14.035,0.137,2,1,427791933.9,F39,NOT,"208.146,14.035",TRUE,208.146,14.035,0.141,3,1,736699243,F25,LEN,"208.146,14.035",1.722097087
TRUE,194.09384,14.038,0.056,3,2,1028527034,F41,NOT,"194.09384,14.038",TRUE,194.09384,14.038,0.06,2,2,777833858,F34,LEN,"194.09384,14.038",0.756260003
TRUE,166.06288,14.041,0.056,2,1,409348462,F35,NOT,"166.06288,14.041",TRUE,166.06288,14.041,0.066,2,1,726123423.5,F25,LEN,"166.06288,14.041",1.773851598
TRUE,194.13049,14.042,0.069,2,1,77615646.39,F36,NOT,"194.13049,14.042",TRUE,194.13049,14.042,0.104,2,1,50584514.33,F1,LEN,"194.13049,14.042",0.65173089
TRUE,219.12537,14.046,0.068,1,2,31877460.11,F43,NOT,"219.12537,14.046",TRUE,219.12537,14.046,0.048,2,2,41921046.45,F33,LEN,"219.12537,14.046",1.315068588
TRUE,124.01589,14.047,0.061,2,1,137715150,F41,NOT,"124.01589,14.047",TRUE,124.01589,14.047,0.057,2,1,134271961.2,F34,LEN,"124.01589,14.047",0.974997749
TRUE,104.02629,14.066,0.056,2,1,459641113.7,F43,NOT,"104.02629,14.066",TRUE,104.02629,14.066,0.051,2,1,707057031.4,F34,LEN,"104.02629,14.066",1.538280651
TRUE,148.05234,14.068,0.061,4,1,10223160254,F37,NOT,"148.05234,14.068",TRUE,148.05234,14.068,0.055,3,1,8791186203,F25,LEN,"148.05234,14.068",0.859928435
TRUE,148.05234,14.068,0.054,3,1,4860360316,F35,NOT,"148.05234,14.068",TRUE,148.05234,14.068,0.055,3,1,8791186203,F25,LEN,"148.05234,14.068",1.808751951
TRUE,267.14641,14.091,0.064,2,1,34962840.48,F40,NOT,"267.14641,14.091",TRUE,267.14641,14.091,0.063,2,1,58230013.71,F27,LEN,"267.14641,14.091",1.665482922
TRUE,726.42006,14.114,0.049,2,1,98075422.01,F38,NOT,"726.42006,14.114",TRUE,726.42006,14.114,0.049,2,1,40005513.25,F29,LEN,"726.42006,14.114",0.407905594
TRUE,390.16228,14.12,0.074,3,1,35012606.86,F39,NOT,"390.16228,14.12",TRUE,390.16228,14.12,0.068,3,1,32510421.79,F30,LEN,"390.16228,14.12",0.92853474
TRUE,124.05212,14.121,0.095,2,1,191511995.9,F38,NOT,"124.05212,14.121",TRUE,124.05212,14.121,0.094,2,2,202384305,F33,LEN,"124.05212,14.121",1.056770904
TRUE,278.18812,14.121,0.052,2,1,69946324.23,F41,NOT,"278.18812,14.121",TRUE,278.18812,14.121,0.056,2,1,106403201.2,F32,LEN,"278.18812,14.121",1.521212192
TRUE,278.18812,14.121,0.053,2,1,67940805.51,F43,NOT,"278.18812,14.121",TRUE,278.18812,14.121,0.056,2,1,106403201.2,F32,LEN,"278.18812,14.121",1.566116274
TRUE,328.18867,14.131,0.06,3,2,591776994.3,F43,NOT,"328.18867,14.131",TRUE,328.18867,14.131,0.06,3,3,981806874.3,F32,LEN,"328.18867,14.131",1.659082532
TRUE,170.0575,14.131,0.057,2,1,145299013.2,F41,NOT,"170.0575,14.131",TRUE,170.0575,14.131,0.058,2,1,109254500.2,F30,LEN,"170.0575,14.131",0.751928714
TRUE,721.29863,14.132,0.047,2,1,25777593.45,F43,NOT,"721.29863,14.132",TRUE,721.29863,14.132,0.05,2,1,40354475.67,F33,LEN,"721.29863,14.132",1.565486544
TRUE,364.16527,14.137,0.073,2,1,10587885.9,F40,NOT,"364.16527,14.137",TRUE,364.16527,14.137,0.058,4,1,19246358.57,F28,LEN,"364.16527,14.137",1.817771626
TRUE,428.11229,14.138,0.078,2,1,104482784.2,F41,NOT,"428.11229,14.138",TRUE,428.11229,14.138,0.083,2,1,114771942.9,F34,LEN,"428.11229,14.138",1.098477072
TRUE,202.03923,14.143,0.051,1,1,5171441.74,F41,NOT,"202.03923,14.143",TRUE,202.03923,14.143,0.051,3,1,26656854.21,F30,LEN,"202.03923,14.143",5.154627191
TRUE,222.05593,14.153,0.054,3,1,79833661.55,F44,NOT,"222.05593,14.153",TRUE,222.05593,14.153,0.057,3,1,122548396.6,F30,LEN,"222.05593,14.153",1.535046674
TRUE,298.05394,14.155,0.059,3,1,29902967.08,F36,NOT,"298.05394,14.155",TRUE,298.05394,14.155,0.06,2,1,16415046.63,F28,LEN,"298.05394,14.155",0.548943741
TRUE,298.05394,14.155,0.056,2,1,16464395.59,F40,NOT,"298.05394,14.155",TRUE,298.05394,14.155,0.06,2,1,16415046.63,F28,LEN,"298.05394,14.155",0.997002686
TRUE,296.07479,14.156,0.058,2,1,20795682.88,F38,NOT,"296.07479,14.156",TRUE,296.07479,14.156,0.061,2,1,24010850.42,F27,LEN,"296.07479,14.156",1.154607452
TRUE,196.10979,14.177,0.09,2,1,28708477.19,F37,NOT,"196.10979,14.177",TRUE,196.10979,14.177,0.064,2,1,17612471.92,F26,LEN,"196.10979,14.177",0.613493771
TRUE,188.11983,14.195,0.196,2,1,30486966.83,F38,NOT,"188.11983,14.195",TRUE,188.11983,14.195,0.187,2,1,27136230.89,F28,LEN,"188.11983,14.195",0.89009284
TRUE,202.08389,14.195,0.056,2,1,7336732.399,F35,NOT,"202.08389,14.195",TRUE,202.08389,14.195,0.057,2,1,17329760.79,F25,LEN,"202.08389,14.195",2.362054365
TRUE,296.1982,14.208,0.07,2,1,90519358.69,F39,NOT,"296.1982,14.208",TRUE,296.1982,14.208,0.069,3,2,145453957.5,F29,LEN,"296.1982,14.208",1.606882324
TRUE,154.09906,14.215,0.092,2,2,69785953.96,F43,NOT,"154.09906,14.215",TRUE,154.09906,14.215,0.07,2,1,41454639.57,F33,LEN,"154.09906,14.215",0.594025548
TRUE,210.16149,14.216,0.057,3,5,590288451.6,F43,NOT,"210.16149,14.216",TRUE,210.16149,14.216,0.06,3,5,1005742254,F33,LEN,"210.16149,14.216",1.703814891
TRUE,210.16154,14.217,0.058,3,5,821534574.3,F42,NOT,"210.16154,14.217",TRUE,210.16154,14.217,0.06,3,5,1228353427,F34,LEN,"210.16154,14.217",1.49519383
TRUE,591.29011,14.218,0.077,2,1,8961418.163,F38,NOT,"591.29011,14.218",TRUE,591.29011,14.218,0.088,2,1,8729227.885,F28,LEN,"591.29011,14.218",0.974090007
TRUE,190.09897,14.222,0.111,2,1,32469074.18,F42,NOT,"190.09897,14.222",TRUE,190.09897,14.222,0.137,2,1,21996016.29,F33,LEN,"190.09897,14.222",0.677445133
TRUE,258.18239,14.235,0.112,2,1,12542186.31,F43,NOT,"258.18239,14.235",TRUE,258.18239,14.235,0.113,2,2,49500591.57,F32,LEN,"258.18239,14.235",3.946727496
TRUE,256.16733,14.249,0.03,3,5,2060149666,F38,NOT,"256.16733,14.249",TRUE,256.16733,14.249,0.032,3,5,2141295615,F28,LEN,"256.16733,14.249",1.039388376
TRUE,198.16158,14.249,0.1,2,4,111177692.3,F42,NOT,"198.16158,14.249",TRUE,198.16158,14.249,0.066,2,2,65089838.46,F33,LEN,"198.16158,14.249",0.585457722
TRUE,341.25582,14.25,0.052,2,1,61578755.2,F42,NOT,"341.25582,14.25",TRUE,341.25582,14.25,0.063,2,1,19648091.34,F30,LEN,"341.25582,14.25",0.319072564
TRUE,341.2556,14.254,0.062,2,1,26025820.98,F45,NOT,"341.2556,14.254",TRUE,341.2556,14.254,0.06,2,1,25795572.22,F32,LEN,"341.2556,14.254",0.991153064
TRUE,351.11248,14.259,0.057,2,2,27959404.61,F42,NOT,"351.11248,14.259",TRUE,351.11248,14.259,0.057,4,2,57793496.32,F30,LEN,"351.11248,14.259",2.067050323
TRUE,258.14665,14.262,0.063,2,1,14723586.62,F43,NOT,"258.14665,14.262",TRUE,258.14665,14.262,0.065,2,1,15597281.58,F30,LEN,"258.14665,14.262",1.059339819
TRUE,414.13292,14.301,0.049,3,1,51834633.74,F45,NOT,"414.13292,14.301",TRUE,414.13292,14.301,0.047,2,1,18887398.13,F32,LEN,"414.13292,14.301",0.364377961
TRUE,314.20834,14.304,0.053,3,3,2108227878,F45,NOT,"314.20834,14.304",TRUE,314.20834,14.304,0.056,3,3,2646906887,F32,LEN,"314.20834,14.304",1.255512706
TRUE,240.13552,14.304,0.054,3,1,710789462.2,F41,NOT,"240.13552,14.304",TRUE,240.13552,14.304,0.056,3,1,682718545.3,F32,LEN,"240.13552,14.304",0.96050741
TRUE,240.13552,14.304,0.053,3,1,619284687.5,F45,NOT,"240.13552,14.304",TRUE,240.13552,14.304,0.056,3,1,682718545.3,F32,LEN,"240.13552,14.304",1.102430851
TRUE,156.07839,14.305,0.057,2,1,60712884.02,F42,NOT,"156.07839,14.305",TRUE,156.07839,14.305,0.052,2,1,42872109.98,F34,LEN,"156.07839,14.305",0.706145173
TRUE,212.14066,14.306,0.051,2,1,18738521.37,F44,NOT,"212.14066,14.306",TRUE,212.14066,14.306,0.057,2,1,16258662.73,F33,LEN,"212.14066,14.306",0.867659855
TRUE,212.14067,14.307,0.064,2,1,16454418.41,F45,NOT,"212.14067,14.307",TRUE,212.14067,14.307,0.063,2,1,18218324.46,F32,LEN,"212.14067,14.307",1.107199538
TRUE,308.19783,14.315,0.053,2,1,129767194,F45,NOT,"308.19783,14.315",TRUE,308.19783,14.315,0.049,3,1,153860062.2,F32,LEN,"308.19783,14.315",1.185662242
TRUE,324.20888,14.317,0.092,2,2,17080398.56,F41,NOT,"324.20888,14.317",TRUE,324.20888,14.317,0.088,2,2,15251084.37,F32,LEN,"324.20888,14.317",0.892899795
TRUE,477.04021,14.34,0.068,6,1,95136205.52,F40,NOT,"477.04021,14.34",TRUE,477.04021,14.34,0.074,7,1,95642457.63,F30,LEN,"477.04021,14.34",1.00532134
TRUE,339.24129,14.34,0.077,2,1,34182918.34,F35,NOT,"339.24129,14.34",TRUE,339.24129,14.34,0.075,2,1,22630167.12,F28,LEN,"339.24129,14.34",0.662031454
TRUE,208.146,14.347,0.054,2,1,106485803.1,F39,NOT,"208.146,14.347",TRUE,208.146,14.347,0.052,2,1,193836624.7,F25,LEN,"208.146,14.347",1.820304858
TRUE,477.03993,14.347,0.073,6,1,94394043.42,F45,NOT,"477.03993,14.347",TRUE,477.03993,14.347,0.072,7,1,117718826.9,F33,LEN,"477.03993,14.347",1.247100163
TRUE,240.20862,14.348,0.128,2,1,55753364.5,F35,NOT,"240.20862,14.348",TRUE,240.20862,14.348,0.142,2,1,79694517.37,F25,LEN,"240.20862,14.348",1.429411805
TRUE,242.16655,14.351,0.086,2,1,35151092.08,F40,NOT,"242.16655,14.351",TRUE,242.16655,14.351,0.095,2,1,31733066.17,F29,LEN,"242.16655,14.351",0.902761886
TRUE,356.04103,14.356,0.09,3,1,21458073.43,F44,NOT,"356.04103,14.356",TRUE,356.04103,14.356,0.088,3,1,40843815.61,F30,LEN,"356.04103,14.356",1.90342417
TRUE,374.05294,14.359,0.071,3,2,20230450.58,F37,NOT,"374.05294,14.359",TRUE,374.05294,14.359,0.08,3,2,54792012.12,F29,LEN,"374.05294,14.359",2.708393068
TRUE,316.20305,14.367,0.075,2,1,48847611.57,F44,NOT,"316.20305,14.367",TRUE,316.20305,14.367,0.075,2,1,61764034.41,F34,LEN,"316.20305,14.367",1.264422813
TRUE,402.12541,14.379,0.067,3,1,16455548.55,F38,NOT,"402.12541,14.379",TRUE,402.12541,14.379,0.052,2,1,15627049.64,F27,LEN,"402.12541,14.379",0.949652307
TRUE,104.02638,14.382,0.072,2,1,456355008.9,F40,NOT,"104.02638,14.382",TRUE,104.02638,14.382,0.068,2,1,521338654.1,F29,LEN,"104.02638,14.382",1.142397134
TRUE,514.31477,14.388,0.116,3,1,139588594.9,F40,NOT,"514.31477,14.388",TRUE,514.31477,14.388,0.11,2,1,40808854.68,F29,LEN,"514.31477,14.388",0.292350924
TRUE,465.18061,14.392,0.067,2,1,40993252.31,F38,NOT,"465.18061,14.392",TRUE,465.18061,14.392,0.042,2,1,39233721.39,F25,LEN,"465.18061,14.392",0.957077548
TRUE,354.2397,14.393,0.069,3,2,305788263.8,F44,NOT,"354.2397,14.393",TRUE,354.2397,14.393,0.132,2,2,33026200.65,F29,LEN,"354.2397,14.393",0.108003493
TRUE,470.15947,14.398,0.056,2,1,14216266.52,F40,NOT,"470.15947,14.398",TRUE,470.15947,14.398,0.052,2,1,15518308.2,F29,LEN,"470.15947,14.398",1.091588159
TRUE,145.06517,14.402,0.056,2,1,39222636.42,F38,NOT,"145.06517,14.402",TRUE,145.06517,14.402,0.062,2,1,47001062.76,F27,LEN,"145.06517,14.402",1.198314725
TRUE,276.17213,14.407,0.053,3,3,880995576.7,F38,NOT,"276.17213,14.407",TRUE,276.17213,14.407,0.049,3,3,580325558.5,F25,LEN,"276.17213,14.407",0.658715632
TRUE,410.26598,14.419,0.092,2,2,41217903.43,F40,NOT,"410.26598,14.419",TRUE,410.26598,14.419,0.112,2,1,15633654.11,F29,LEN,"410.26598,14.419",0.379292803
TRUE,268.23982,14.468,0.07,2,2,86257813.99,F37,NOT,"268.23982,14.468",TRUE,268.23982,14.468,0.062,2,2,81557750.71,F25,LEN,"268.23982,14.468",0.945511449
TRUE,298.05394,14.468,0.056,3,1,58528643.71,F36,NOT,"298.05394,14.468",TRUE,298.05394,14.468,0.058,3,1,47004844.77,F28,LEN,"298.05394,14.468",0.803108389
TRUE,466.34999,14.468,0.061,2,2,45065881.28,F38,NOT,"466.34999,14.468",TRUE,466.34999,14.468,0.062,2,2,34089831.31,F27,LEN,"466.34999,14.468",0.756444351
TRUE,206.09392,14.469,0.057,2,1,79336636.12,F38,NOT,"206.09392,14.469",TRUE,206.09392,14.469,0.054,3,1,47180599.64,F28,LEN,"206.09392,14.469",0.594688683
TRUE,382.23496,14.47,0.054,3,3,947028074,F38,NOT,"382.23496,14.47",TRUE,382.23496,14.47,0.053,3,3,750696143.9,F27,LEN,"382.23496,14.47",0.792686262
TRUE,252.09908,14.471,0.053,2,1,101773323.7,F44,NOT,"252.09908,14.471",TRUE,252.09908,14.471,0.057,2,1,57212020.48,F30,LEN,"252.09908,14.471",0.56215144
TRUE,333.22936,14.48,0.077,2,1,19395525.93,F45,NOT,"333.22936,14.48",TRUE,333.22936,14.48,0.077,2,1,18156582.85,F32,LEN,"333.22936,14.48",0.936122223
TRUE,378.29753,14.482,0.052,2,2,63733632.57,F40,NOT,"378.29753,14.482",TRUE,378.29753,14.482,0.064,2,2,25933708.29,F29,LEN,"378.29753,14.482",0.406907738
TRUE,328.2245,14.484,0.064,3,1,54012959.17,F38,NOT,"328.2245,14.484",TRUE,328.2245,14.484,0.068,2,3,45239826.31,F25,LEN,"328.2245,14.484",0.837573557
TRUE,278.15169,14.496,0.066,3,1,50868709.71,F43,NOT,"278.15169,14.496",TRUE,278.15169,14.496,0.067,4,2,178255457.9,F32,LEN,"278.15169,14.496",3.504226054
TRUE,168.07834,14.497,0.064,2,2,353896811.8,F38,NOT,"168.07834,14.497",TRUE,168.07834,14.497,0.057,2,2,241276632,F29,LEN,"168.07834,14.497",0.681771138
TRUE,250.15697,14.497,0.053,2,3,96112738.94,F38,NOT,"250.15697,14.497",TRUE,250.15697,14.497,0.046,2,3,83836095.24,F27,LEN,"250.15697,14.497",0.872268298
TRUE,236.14117,14.499,0.062,2,1,31558025.67,F38,NOT,"236.14117,14.499",TRUE,236.14117,14.499,0.062,2,1,24908588.65,F28,LEN,"236.14117,14.499",0.789294898
TRUE,272.17723,14.5,0.107,2,2,40311767.96,F37,NOT,"272.17723,14.5",TRUE,272.17723,14.5,0.125,2,1,22834756.32,F25,LEN,"272.17723,14.5",0.566453854
TRUE,377.14281,14.502,0.059,2,1,13341284.91,F38,NOT,"377.14281,14.502",TRUE,377.14281,14.502,0.045,2,1,7994621.8,F25,LEN,"377.14281,14.502",0.599239268
TRUE,278.1519,14.505,0.108,3,1,160049262.7,F38,NOT,"278.1519,14.505",TRUE,278.1519,14.505,0.109,2,1,118485750,F25,LEN,"278.1519,14.505",0.740308003
TRUE,265.16722,14.506,0.057,2,1,25926924.07,F38,NOT,"265.16722,14.506",TRUE,265.16722,14.506,0.061,2,1,20684715.07,F27,LEN,"265.16722,14.506",0.797808294
TRUE,251.15178,14.506,0.053,2,1,20078612.14,F36,NOT,"251.15178,14.506",TRUE,251.15178,14.506,0.048,2,1,19424600.69,F25,LEN,"251.15178,14.506",0.967427457
TRUE,133.08893,14.514,0.07,2,1,35331789.33,F41,NOT,"133.08893,14.514",TRUE,133.08893,14.514,0.079,2,1,19832372.2,F34,LEN,"133.08893,14.514",0.561318081
TRUE,244.14594,14.566,0.088,2,1,16445188.5,F36,NOT,"244.14594,14.566",TRUE,244.14594,14.566,0.098,2,1,15146111.35,F25,LEN,"244.14594,14.566",0.921005639
TRUE,282.1975,14.57,0.167,2,1,33742667.45,F43,NOT,"282.1975,14.57",TRUE,282.1975,14.57,0.137,2,1,41943070.14,F34,LEN,"282.1975,14.57",1.243027695
TRUE,368.26686,14.571,0.052,2,1,55323609.05,F39,NOT,"368.26686,14.571",TRUE,368.26686,14.571,0.053,2,1,61734235.96,F27,LEN,"368.26686,14.571",1.115875067
TRUE,147.10446,14.571,0.051,2,1,27634572.17,F43,NOT,"147.10446,14.571",TRUE,147.10446,14.571,0.055,2,1,23773291.65,F32,LEN,"147.10446,14.571",0.860273555
TRUE,226.22904,14.573,0.068,2,1,25138944.13,F44,NOT,"226.22904,14.573",TRUE,226.22904,14.573,0.061,2,1,32026285.58,F34,LEN,"226.22904,14.573",1.273970992
TRUE,214.15661,14.596,0.055,2,1,6462038.974,F35,NOT,"214.15661,14.596",TRUE,214.15661,14.596,0.075,2,1,12477414.62,F27,LEN,"214.15661,14.596",1.930878887
TRUE,465.09719,14.622,0.065,3,1,9382074.647,F40,NOT,"465.09719,14.622",TRUE,465.09719,14.622,0.069,3,1,11468883.98,F28,LEN,"465.09719,14.622",1.222425147
TRUE,353.2921,14.632,0.077,2,1,13814284.29,F43,NOT,"353.2921,14.632",TRUE,353.2921,14.632,0.071,2,1,14019561.51,F30,LEN,"353.2921,14.632",1.01485978
TRUE,330.21626,14.634,0.058,2,1,9481102.696,F40,NOT,"330.21626,14.634",TRUE,330.21626,14.634,0.064,2,1,8023146.54,F28,LEN,"330.21626,14.634",0.846225043
TRUE,270.1462,14.636,0.069,2,1,12606451.56,F38,NOT,"270.1462,14.636",TRUE,270.1462,14.636,0.067,2,1,10904047.32,F27,LEN,"270.1462,14.636",0.864957698
TRUE,270.14592,14.639,0.088,2,1,6527167.459,F42,NOT,"270.14592,14.639",TRUE,270.14592,14.639,0.073,2,1,11953812.42,F33,LEN,"270.14592,14.639",1.831393555
TRUE,515.34502,14.641,0.077,2,1,7683500.172,F43,NOT,"515.34502,14.641",TRUE,515.34502,14.641,0.072,2,1,8374331.563,F30,LEN,"515.34502,14.641",1.089911027
TRUE,286.21355,14.65,0.068,3,3,107646909.5,F43,NOT,"286.21355,14.65",TRUE,286.21355,14.65,0.074,2,3,110239961.1,F32,LEN,"286.21355,14.65",1.024088491
TRUE,331.27135,14.653,0.074,3,1,105086353.3,F44,NOT,"331.27135,14.653",TRUE,331.27135,14.653,0.045,2,1,47960253.58,F32,LEN,"331.27135,14.653",0.45638898
TRUE,372.2506,14.682,0.054,2,3,45822626.11,F38,NOT,"372.2506,14.682",TRUE,372.2506,14.682,0.058,2,2,14746857.76,F26,LEN,"372.2506,14.682",0.321824806
TRUE,296.07479,14.684,0.069,3,1,21221594.78,F38,NOT,"296.07479,14.684",TRUE,296.07479,14.684,0.072,3,1,27661619.09,F26,LEN,"296.07479,14.684",1.303465615
TRUE,122.03681,14.845,0.063,2,1,16055723.34,F38,NOT,"122.03681,14.845",TRUE,122.03681,14.845,0.061,2,1,14820844.63,F27,LEN,"122.03681,14.845",0.923087943
TRUE,553.16796,14.922,0.089,3,1,21669187.94,F40,NOT,"553.16796,14.922",TRUE,553.16796,14.922,0.075,3,1,15912833.39,F27,LEN,"553.16796,14.922",0.73435301
TRUE,553.16747,14.926,0.067,4,1,27901587.2,F41,NOT,"553.16747,14.926",TRUE,553.16747,14.926,0.064,4,1,40673662.76,F32,LEN,"553.16747,14.926",1.457754445
